text,condition,record_type,clean_text
Yeast otitis confirmed; prescribe miconazole drops.,Ear Infections,Clinical Notes,Yeast otitis confirmed; prescribe miconazole drops.
Hamster's skin looks red and irritated inside its cheek pouches.,Skin Irritations,Owner Observation,Hamster's skin looks red and irritated inside its cheek pouches.
"My dog's paw pads feel rough and crusty, almost like horns.",Skin Irritations,Owner Observation,"My dog's paw pads feel rough and crusty, almost like horns."
My cat has bald patches above her eyes.,Skin Irritations,Owner Observation,My cat has bald patches above her eyes.
"Differentiate Taenia vs. Dipylidium proglottids if possible (Dipylidium motile, Taenia rectangular).",Parasites,Clinical Notes,"Differentiate Taenia vs. Dipylidium proglottids if possible (Dipylidium motile, Taenia rectangular)."
"Discuss use of supportive harnesses (e.g., Help'EmUp) or custom carts/wheelchairs for non-ambulatory patients.",Mobility Problems,Clinical Notes,"Discuss use of supportive harnesses (e.g., Help'EmUp) or custom carts/wheelchairs for non-ambulatory patients."
"Vestibular signs (nystagmus, ataxia, head tilt) present; rule out otitis interna vs. central causes.",Ear Infections,Clinical Notes,"Vestibular signs (nystagmus, ataxia, head tilt) present; rule out otitis interna vs. central causes."
Chemotherapy protocol discussed for osteosarcoma.,Mobility Problems,Clinical Notes,Chemotherapy protocol discussed for osteosarcoma.
Serum folate levels checked to assess proximal small intestinal function.,Digestive Issues,Clinical Notes,Serum folate levels checked to assess proximal small intestinal function.
Dog's ear infection smells like Pseudomonas (sickly sweet).,Ear Infections,Owner Observation,Dog's ear infection smells like Pseudomonas (sickly sweet).
Joint stiffness; prescribe weight loss plan.,Mobility Problems,Clinical Notes,Joint stiffness; prescribe weight loss plan.
Post-operative care instructions provided for TECA-BO.,Ear Infections,Clinical Notes,Post-operative care instructions provided for TECA-BO.
"Muscle atrophy noted in hind limbs, particularly quadriceps and gluteals.",Mobility Problems,Clinical Notes,"Muscle atrophy noted in hind limbs, particularly quadriceps and gluteals."
Assess for neurological signs associated with aberrant parasite migration.,Parasites,Clinical Notes,Assess for neurological signs associated with aberrant parasite migration.
"Chronic history of intermittent vomiting and weight loss in older feline. Differentials include IBD, lymphoma, hyperthyroidism.",Digestive Issues,Clinical Notes,"Chronic history of intermittent vomiting and weight loss in older feline. Differentials include IBD, lymphoma, hyperthyroidism."
"Dog has dry, brittle fur and flaky skin.",Skin Irritations,Owner Observation,"Dog has dry, brittle fur and flaky skin."
Kidney values elevated; assess hydration and rule out primary renal condition.,Digestive Issues,Clinical Notes,Kidney values elevated; assess hydration and rule out primary renal condition.
Instruct owner on proper technique for manual bladder expression.,Mobility Problems,Clinical Notes,Instruct owner on proper technique for manual bladder expression.
Ferret has crusty skin around its eyes and chin.,Skin Irritations,Owner Observation,Ferret has crusty skin around its eyes and chin.
Rabbit is lethargic and dehydrated (skin tents when pinched).,Digestive Issues,Owner Observation,Rabbit is lethargic and dehydrated (skin tents when pinched).
"Acute moist dermatitis ('hot spot') noted in right cervical region; clip, clean, initiate topical therapy.",Skin Irritations,Clinical Notes,"Acute moist dermatitis ('hot spot') noted in right cervical region; clip, clean, initiate topical therapy."
Rabbit has severe crusting in ears diagnosed as mites.,Ear Infections,Owner Observation,Rabbit has severe crusting in ears diagnosed as mites.
"Chronic changes noted in ear canal: hyperplasia, stenosis, calcification.",Ear Infections,Clinical Notes,"Chronic changes noted in ear canal: hyperplasia, stenosis, calcification."
My puppy seems bloated and is trying to vomit but nothing comes up.,Digestive Issues,Owner Observation,My puppy seems bloated and is trying to vomit but nothing comes up.
Hamster has wetness and staining around its tail.,Skin Irritations,Owner Observation,Hamster has wetness and staining around its tail.
"Rabbit's fur is matted, and the skin underneath looks irritated and flaky.",Parasites,Owner Observation,"Rabbit's fur is matted, and the skin underneath looks irritated and flaky."
"Neurological exam: Conscious proprioceptive deficits x 4 limbs, UMN signs hind limbs, neck pain on ventral flexion. Suspect cervical lesion.",Mobility Problems,Clinical Notes,"Neurological exam: Conscious proprioceptive deficits x 4 limbs, UMN signs hind limbs, neck pain on ventral flexion. Suspect cervical lesion."
"Fecal culture positive for Salmonella spp.; reportable condition, discuss zoonotic risk, treat if systemic signs.",Digestive Issues,Clinical Notes,"Fecal culture positive for Salmonella spp.; reportable condition, discuss zoonotic risk, treat if systemic signs."
Guinea pig is dragging its hind end.,Mobility Problems,Owner Observation,Guinea pig is dragging its hind end.
Monitor urine output as indicator of hydration and kidney function.,Digestive Issues,Clinical Notes,Monitor urine output as indicator of hydration and kidney function.
Spinal palpation elicits pain in thoracolumbar region; suspect intervertebral disc condition (IVDD).,Mobility Problems,Clinical Notes,Spinal palpation elicits pain in thoracolumbar region; suspect intervertebral disc condition (IVDD).
My cat is sensitive to being petted along her back.,Skin Irritations,Owner Observation,My cat is sensitive to being petted along her back.
Puppy has pustules and redness on his chin and muzzle.,Skin Irritations,Owner Observation,Puppy has pustules and redness on his chin and muzzle.
My dog is trying to eat grass frantically.,Digestive Issues,Owner Observation,My dog is trying to eat grass frantically.
My rabbit is scratching its chin and neck area frequently.,Skin Irritations,Owner Observation,My rabbit is scratching its chin and neck area frequently.
Dysbiosis likely contributing to chronic diarrhea.,Digestive Issues,Clinical Notes,Dysbiosis likely contributing to chronic diarrhea.
Multiple lipomas palpated in subcutaneous tissue; monitor size and number.,Skin Irritations,Clinical Notes,Multiple lipomas palpated in subcutaneous tissue; monitor size and number.
"Dog's ear infection has a particularly nasty, 'rotten' smell.",Ear Infections,Owner Observation,"Dog's ear infection has a particularly nasty, 'rotten' smell."
My cat has both fleas and tapeworm segments.,Parasites,Owner Observation,My cat has both fleas and tapeworm segments.
Discuss importance of treating all pets in household for fleas/mites.,Parasites,Clinical Notes,Discuss importance of treating all pets in household for fleas/mites.
Cat has thinning hair around her eyes and face.,Parasites,Owner Observation,Cat has thinning hair around her eyes and face.
Ununited anconeal process (UAP) visible on flexed lateral elbow radiograph.,Mobility Problems,Clinical Notes,Ununited anconeal process (UAP) visible on flexed lateral elbow radiograph.
My dog's skin looks bruised in areas without any known trauma.,Skin Irritations,Owner Observation,My dog's skin looks bruised in areas without any known trauma.
My ferret's ears look red inside.,Ear Infections,Owner Observation,My ferret's ears look red inside.
"My bird is restless and picking at its feathers, I think I see tiny bugs.",Parasites,Owner Observation,"My bird is restless and picking at its feathers, I think I see tiny bugs."
"Dog has severe flea infestation, requiring immediate intervention.",Parasites,Owner Observation,"Dog has severe flea infestation, requiring immediate intervention."
"Noticed some creamy, yellow discharge draining from my puppy's ear.",Ear Infections,Owner Observation,"Noticed some creamy, yellow discharge draining from my puppy's ear."
My dog's nails are scuffing the ground when he walks.,Mobility Problems,Owner Observation,My dog's nails are scuffing the ground when he walks.
My dog has bad breath that smells like feces.,Digestive Issues,Owner Observation,My dog has bad breath that smells like feces.
Dog has diarrhea containing undigested food particles.,Digestive Issues,Owner Observation,Dog has diarrhea containing undigested food particles.
My lovebird is chewing its feathers down to the skin.,Parasites,Owner Observation,My lovebird is chewing its feathers down to the skin.
Recommend endoscopic biopsies for definitive diagnosis of chronic enteropathy.,Digestive Issues,Clinical Notes,Recommend endoscopic biopsies for definitive diagnosis of chronic enteropathy.
My puppy has accidents in the house (diarrhea) overnight.,Digestive Issues,Owner Observation,My puppy has accidents in the house (diarrhea) overnight.
History of ingesting foreign material (child's toy) 2 days ago. Abdominal radiographs recommended.,Digestive Issues,Clinical Notes,History of ingesting foreign material (child's toy) 2 days ago. Abdominal radiographs recommended.
Ferret is weak in the hind limbs.,Mobility Problems,Owner Observation,Ferret is weak in the hind limbs.
Repeat cytology at recheck appointment.,Ear Infections,Clinical Notes,Repeat cytology at recheck appointment.
Excoriations and erythema noted around the collar area; rule out contact irritation vs. FAD.,Skin Irritations,Clinical Notes,Excoriations and erythema noted around the collar area; rule out contact irritation vs. FAD.
Fecal flotation positive for Toxocara canis (roundworm) eggs.,Parasites,Clinical Notes,Fecal flotation positive for Toxocara canis (roundworm) eggs.
Advise cleaning environment thoroughly to remove Coccidia oocysts.,Parasites,Clinical Notes,Advise cleaning environment thoroughly to remove Coccidia oocysts.
My dog favors one leg consistently.,Mobility Problems,Owner Observation,My dog favors one leg consistently.
Bacterial otitis with pain; add anti-inflammatory.,Ear Infections,Clinical Notes,Bacterial otitis with pain; add anti-inflammatory.
Microfilaria check (Knott's test or filter test) positive.,Parasites,Clinical Notes,Microfilaria check (Knott's test or filter test) positive.
Ferret has diarrhea and seems very weak.,Digestive Issues,Owner Observation,Ferret has diarrhea and seems very weak.
My dog has hair loss that seems to follow a seasonal pattern.,Skin Irritations,Owner Observation,My dog has hair loss that seems to follow a seasonal pattern.
Erythema and scaling on muzzle; test for demodex.,Skin Irritations,Clinical Notes,Erythema and scaling on muzzle; test for demodex.
"Ferret has black, tarry stools, could it be from parasites?",Parasites,Owner Observation,"Ferret has black, tarry stools, could it be from parasites?"
"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma.",Digestive Issues,Clinical Notes,"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma."
Recommend trial of therapeutic laser treatments 2-3 times weekly.,Mobility Problems,Clinical Notes,Recommend trial of therapeutic laser treatments 2-3 times weekly.
"My dog has recurring ear infections, vet suspects underlying mites.",Parasites,Owner Observation,"My dog has recurring ear infections, vet suspects underlying mites."
"Assess hydration status (skin turgor, mucous membranes, CRT).",Digestive Issues,Clinical Notes,"Assess hydration status (skin turgor, mucous membranes, CRT)."
"My cat licks her belly raw, especially after eating certain foods.",Skin Irritations,Owner Observation,"My cat licks her belly raw, especially after eating certain foods."
Assess patient's pain level using validated pain scale.,Digestive Issues,Clinical Notes,Assess patient's pain level using validated pain scale.
"Ferret has dark, tarry stool, could parasites cause this?",Parasites,Owner Observation,"Ferret has dark, tarry stool, could parasites cause this?"
Dog has oily skin and recurrent skin infections.,Skin Irritations,Owner Observation,Dog has oily skin and recurrent skin infections.
"My puppy is constantly hungry but not gaining weight, has loose stools.",Digestive Issues,Owner Observation,"My puppy is constantly hungry but not gaining weight, has loose stools."
Found several attached ticks on my dog after hiking.,Parasites,Owner Observation,Found several attached ticks on my dog after hiking.
"Noticed thickened, dark skin in my dog's armpits that seems itchy.",Skin Irritations,Owner Observation,"Noticed thickened, dark skin in my dog's armpits that seems itchy."
Palpable thickening of stifle joint capsule (medial buttress) in chronic CCL condition.,Mobility Problems,Clinical Notes,Palpable thickening of stifle joint capsule (medial buttress) in chronic CCL condition.
Prescribed topical enrofloxacin/silver sulfadiazine suspension based on previous culture results.,Ear Infections,Clinical Notes,Prescribed topical enrofloxacin/silver sulfadiazine suspension based on previous culture results.
My dog has bumps between his toes.,Skin Irritations,Owner Observation,My dog has bumps between his toes.
My cat started shaking her head after a groomer visit.,Ear Infections,Owner Observation,My cat started shaking her head after a groomer visit.
My cat has what looks like walking dandruff.,Parasites,Owner Observation,My cat has what looks like walking dandruff.
My rabbit has severe crusting in ears from Psoroptes mites.,Parasites,Owner Observation,My rabbit has severe crusting in ears from Psoroptes mites.
Screen for Cushing's condition in dogs with recurrent infections and other suggestive signs.,Ear Infections,Clinical Notes,Screen for Cushing's condition in dogs with recurrent infections and other suggestive signs.
Demonstrate proper ear cleaning technique and medication instillation to owner.,Ear Infections,Clinical Notes,Demonstrate proper ear cleaning technique and medication instillation to owner.
Ununited anconeal process (UAP) identified on elbow radiographs.,Mobility Problems,Clinical Notes,Ununited anconeal process (UAP) identified on elbow radiographs.
Dog has ticks attached deep inside his ear canals.,Parasites,Owner Observation,Dog has ticks attached deep inside his ear canals.
Schedule follow-up for heartworm treatment stages.,Parasites,Clinical Notes,Schedule follow-up for heartworm treatment stages.
Obtain accurate body weight before prescribing any parasite control product.,Parasites,Clinical Notes,Obtain accurate body weight before prescribing any parasite control product.
"Dog has chronic skin issues, vet suspects Demodex mites.",Parasites,Owner Observation,"Dog has chronic skin issues, vet suspects Demodex mites."
Consider referral for acupuncture or veterinary spinal manipulative therapy (VSMT).,Mobility Problems,Clinical Notes,Consider referral for acupuncture or veterinary spinal manipulative therapy (VSMT).
Rabbit seems weak all over.,Mobility Problems,Owner Observation,Rabbit seems weak all over.
Administer praziquantel injection (Droncit) for cestode infection.,Parasites,Clinical Notes,Administer praziquantel injection (Droncit) for cestode infection.
Culture result: Pseudomonas aeruginosa sensitive only to amikacin and ticarcillin. Compounded topical therapy needed.,Ear Infections,Clinical Notes,Culture result: Pseudomonas aeruginosa sensitive only to amikacin and ticarcillin. Compounded topical therapy needed.
Hamster has fecal staining and wetness around the tail and belly.,Digestive Issues,Owner Observation,Hamster has fecal staining and wetness around the tail and belly.
"Dog has chronic skin problems, vet diagnosed generalized Demodex.",Parasites,Owner Observation,"Dog has chronic skin problems, vet diagnosed generalized Demodex."
"My dog takes very short, stiff steps with his front legs.",Mobility Problems,Owner Observation,"My dog takes very short, stiff steps with his front legs."
Fungal culture positive for Microsporum canis; initiate systemic antifungal (itraconazole) and topical therapy.,Skin Irritations,Clinical Notes,Fungal culture positive for Microsporum canis; initiate systemic antifungal (itraconazole) and topical therapy.
My dog lags behind on walks and seems reluctant to continue.,Mobility Problems,Owner Observation,My dog lags behind on walks and seems reluctant to continue.
"My rabbit has very large, soft cecotropes that are uneaten.",Digestive Issues,Owner Observation,"My rabbit has very large, soft cecotropes that are uneaten."
Malassezia dermatitis confirmed via cytology; treat with ketoconazole shampoo.,Skin Irritations,Clinical Notes,Malassezia dermatitis confirmed via cytology; treat with ketoconazole shampoo.
My dog gets recurring skin infections in the folds of his face.,Skin Irritations,Owner Observation,My dog gets recurring skin infections in the folds of his face.
My ferret is scratching intensely at its ears.,Ear Infections,Owner Observation,My ferret is scratching intensely at its ears.
My rabbit got diarrhea after I gave him too much fruit.,Digestive Issues,Owner Observation,My rabbit got diarrhea after I gave him too much fruit.
"My dog seems wobbly and uncoordinated, especially in the rear.",Mobility Problems,Owner Observation,"My dog seems wobbly and uncoordinated, especially in the rear."
Guinea pig has stopped producing fecal pellets.,Digestive Issues,Owner Observation,Guinea pig has stopped producing fecal pellets.
OFA radiographs submitted for hip/elbow certification.,Mobility Problems,Clinical Notes,OFA radiographs submitted for hip/elbow certification.
My cat doesn't jump onto the furniture anymore.,Mobility Problems,Owner Observation,My cat doesn't jump onto the furniture anymore.
"My cat has fleas, causing miliary dermatitis.",Parasites,Owner Observation,"My cat has fleas, causing miliary dermatitis."
"Otitis media common in rabbits, often associated with Pasteurella multocida. Skull radiographs recommended.",Ear Infections,Clinical Notes,"Otitis media common in rabbits, often associated with Pasteurella multocida. Skull radiographs recommended."
Guinea pig is losing large clumps of hair.,Skin Irritations,Owner Observation,Guinea pig is losing large clumps of hair.
Puppy got diarrhea right after we changed his food brand.,Digestive Issues,Owner Observation,Puppy got diarrhea right after we changed his food brand.
Provide estimate for diagnostic tests and treatment.,Ear Infections,Clinical Notes,Provide estimate for diagnostic tests and treatment.
"Check electrolytes (Na, K, Cl) and acid-base status (blood gas). Correct abnormalities.",Digestive Issues,Clinical Notes,"Check electrolytes (Na, K, Cl) and acid-base status (blood gas). Correct abnormalities."
"Rabbit is lethargic and not eating well, possibly due to pain.",Mobility Problems,Owner Observation,"Rabbit is lethargic and not eating well, possibly due to pain."
Recommend regular ear cleaning with appropriate solution.,Skin Irritations,Clinical Notes,Recommend regular ear cleaning with appropriate solution.
Puppy's skin is peeling slightly after a bath with new shampoo.,Skin Irritations,Owner Observation,Puppy's skin is peeling slightly after a bath with new shampoo.
"Aortic thromboembolism (ATE) suspected in cat with acute hind limb paralysis, pain, cold extremities, absent femoral pulses.",Mobility Problems,Clinical Notes,"Aortic thromboembolism (ATE) suspected in cat with acute hind limb paralysis, pain, cold extremities, absent femoral pulses."
"Administered long-acting otic preparation (e.g., Osurnia, Claro) in clinic.",Ear Infections,Clinical Notes,"Administered long-acting otic preparation (e.g., Osurnia, Claro) in clinic."
"Rabbit has white, powdery substance accumulating in its fur.",Skin Irritations,Owner Observation,"Rabbit has white, powdery substance accumulating in its fur."
My puppy has soft stool ever since we got him.,Digestive Issues,Owner Observation,My puppy has soft stool ever since we got him.
Provide detailed instructions for E-tube feeding and care.,Digestive Issues,Clinical Notes,Provide detailed instructions for E-tube feeding and care.
Monitor for adverse reactions to antiparasitic medications.,Parasites,Clinical Notes,Monitor for adverse reactions to antiparasitic medications.
Guinea pig seems bloated and uncomfortable.,Digestive Issues,Owner Observation,Guinea pig seems bloated and uncomfortable.
Pseudomonas aeruginosa cultured from ear discharge; select antibiotic based on sensitivity profile.,Ear Infections,Clinical Notes,Pseudomonas aeruginosa cultured from ear discharge; select antibiotic based on sensitivity profile.
"My dog seems to have heartburn (gulping, licking air).",Digestive Issues,Owner Observation,"My dog seems to have heartburn (gulping, licking air)."
Referral to veterinary neurologist recommended due to central neurological signs.,Ear Infections,Clinical Notes,Referral to veterinary neurologist recommended due to central neurological signs.
"PennHIP distraction index (DI) measured at 0.6 (right) and 0.7 (left), indicating significant hip laxity.",Mobility Problems,Clinical Notes,"PennHIP distraction index (DI) measured at 0.6 (right) and 0.7 (left), indicating significant hip laxity."
Rabbit has thick crusts forming on its skin.,Skin Irritations,Owner Observation,Rabbit has thick crusts forming on its skin.
"Recommend feeding smaller, more frequent meals.",Digestive Issues,Clinical Notes,"Recommend feeding smaller, more frequent meals."
Advise owner on importance of completing full course of antibiotics.,Skin Irritations,Clinical Notes,Advise owner on importance of completing full course of antibiotics.
Bacterial and yeast otitis; start long-term therapy.,Ear Infections,Clinical Notes,Bacterial and yeast otitis; start long-term therapy.
Intussusception palpated/visualized on ultrasound; surgical correction needed.,Digestive Issues,Clinical Notes,Intussusception palpated/visualized on ultrasound; surgical correction needed.
Treat secondary skin infections resulting from parasite infestation.,Parasites,Clinical Notes,Treat secondary skin infections resulting from parasite infestation.
"Initiate NSAID therapy (e.g., carprofen, meloxicam) for pain and inflammation.",Mobility Problems,Clinical Notes,"Initiate NSAID therapy (e.g., carprofen, meloxicam) for pain and inflammation."
"Discuss environmental factors (humidity, swimming).",Ear Infections,Clinical Notes,"Discuss environmental factors (humidity, swimming)."
Proprioceptive training exercises recommended.,Mobility Problems,Clinical Notes,Proprioceptive training exercises recommended.
Zinc-responsive dermatosis diagnosed based on clinical signs and breed; initiate zinc supplementation.,Skin Irritations,Clinical Notes,Zinc-responsive dermatosis diagnosed based on clinical signs and breed; initiate zinc supplementation.
Cat has painful swelling around multiple joints.,Mobility Problems,Owner Observation,Cat has painful swelling around multiple joints.
"Advise strict flea control for all pets in household, year-round.",Skin Irritations,Clinical Notes,"Advise strict flea control for all pets in household, year-round."
My cat seems to have fleas that aren't killed by her usual spot-on.,Parasites,Owner Observation,My cat seems to have fleas that aren't killed by her usual spot-on.
Treat secondary infections aggressively.,Ear Infections,Clinical Notes,Treat secondary infections aggressively.
Administer ondansetron injection for refractory vomiting.,Digestive Issues,Clinical Notes,Administer ondansetron injection for refractory vomiting.
"Use of assistive devices (e.g., Help'EmUp Harness, wheelchair) discussed.",Mobility Problems,Clinical Notes,"Use of assistive devices (e.g., Help'EmUp Harness, wheelchair) discussed."
Dog’s ears are crusty and smell like mold.,Ear Infections,Owner Observation,Dog’s ears are crusty and smell like mold.
Dog has difficulty posturing to urinate or defecate.,Mobility Problems,Owner Observation,Dog has difficulty posturing to urinate or defecate.
Initiate doxycycline therapy for anaplasmosis/ehrlichiosis/Lyme condition.,Parasites,Clinical Notes,Initiate doxycycline therapy for anaplasmosis/ehrlichiosis/Lyme condition.
Guinea pig has dandruff and seems uncomfortable when petted.,Skin Irritations,Owner Observation,Guinea pig has dandruff and seems uncomfortable when petted.
Ferret has bright green diarrhea.,Digestive Issues,Owner Observation,Ferret has bright green diarrhea.
"Kitten is sneezing and has discharge, could it be lungworms?",Parasites,Owner Observation,"Kitten is sneezing and has discharge, could it be lungworms?"
Cat is licking the fur off her legs.,Skin Irritations,Owner Observation,Cat is licking the fur off her legs.
My cat has bumps under the skin that can be felt but not easily seen.,Skin Irritations,Owner Observation,My cat has bumps under the skin that can be felt but not easily seen.
Lameness in front limb; radiograph for osteophyte.,Mobility Problems,Clinical Notes,Lameness in front limb; radiograph for osteophyte.
Rabbit has pus draining from one ear.,Ear Infections,Owner Observation,Rabbit has pus draining from one ear.
"Prescribe fenbendazole for Giardia, roundworms, hookworms, whipworms, some tapeworms (Taenia).",Parasites,Clinical Notes,"Prescribe fenbendazole for Giardia, roundworms, hookworms, whipworms, some tapeworms (Taenia)."
Auscultation reveals hyperactive borborygmi.,Digestive Issues,Clinical Notes,Auscultation reveals hyperactive borborygmi.
Moist dermatitis secondary to saliva staining in facial folds; recommend daily cleaning with antiseptic wipes.,Skin Irritations,Clinical Notes,Moist dermatitis secondary to saliva staining in facial folds; recommend daily cleaning with antiseptic wipes.
"Fly strike (myiasis) present in debilitated rabbit. Clip fur, lavage wound, manually remove all maggots. Address underlying cause.",Parasites,Clinical Notes,"Fly strike (myiasis) present in debilitated rabbit. Clip fur, lavage wound, manually remove all maggots. Address underlying cause."
"Dog's ear canal lining looks thick and bumpy, like cobblestones.",Ear Infections,Owner Observation,"Dog's ear canal lining looks thick and bumpy, like cobblestones."
Guinea pig has difficulty moving after a fall.,Mobility Problems,Owner Observation,Guinea pig has difficulty moving after a fall.
Check thyroid levels in dogs with recurrent infections.,Ear Infections,Clinical Notes,Check thyroid levels in dogs with recurrent infections.
My rabbit has matted fur and sores underneath on its hindquarters.,Skin Irritations,Owner Observation,My rabbit has matted fur and sores underneath on its hindquarters.
My bird has Giardia.,Parasites,Owner Observation,My bird has Giardia.
Suspect soft tissue injury (ligament sprain or muscle strain) based on localized swelling/pain and negative radiographs.,Mobility Problems,Clinical Notes,Suspect soft tissue injury (ligament sprain or muscle strain) based on localized swelling/pain and negative radiographs.
Aural hematoma present on left pinna; discuss treatment options (drainage vs. surgery).,Ear Infections,Clinical Notes,Aural hematoma present on left pinna; discuss treatment options (drainage vs. surgery).
Discuss role of humidity and moisture in exacerbating otitis.,Ear Infections,Clinical Notes,Discuss role of humidity and moisture in exacerbating otitis.
Performed myringotomy and collected middle ear fluid for culture and cytology.,Ear Infections,Clinical Notes,Performed myringotomy and collected middle ear fluid for culture and cytology.
"Peripheral vestibular signs present (horizontal nystagmus fast phase away from lesion, head tilt toward lesion, ataxia). Likely otitis interna.",Ear Infections,Clinical Notes,"Peripheral vestibular signs present (horizontal nystagmus fast phase away from lesion, head tilt toward lesion, ataxia). Likely otitis interna."
Endoscopy with biopsies recommended for definitive diagnosis of IBD/lymphoma.,Digestive Issues,Clinical Notes,Endoscopy with biopsies recommended for definitive diagnosis of IBD/lymphoma.
Utilize Canine Brief Pain Inventory (CBPI) or Feline Musculoskeletal Pain Index (FMPI) to monitor treatment response.,Mobility Problems,Clinical Notes,Utilize Canine Brief Pain Inventory (CBPI) or Feline Musculoskeletal Pain Index (FMPI) to monitor treatment response.
My new kitten has a really round belly and doesn't seem to be growing much.,Parasites,Owner Observation,My new kitten has a really round belly and doesn't seem to be growing much.
Cat has difficulty navigating stairs.,Mobility Problems,Owner Observation,Cat has difficulty navigating stairs.
"My cat's fur looks dull and unkempt, and she has flakes.",Skin Irritations,Owner Observation,"My cat's fur looks dull and unkempt, and she has flakes."
My dog slid on the ice and has been limping on his front leg since.,Mobility Problems,Owner Observation,My dog slid on the ice and has been limping on his front leg since.
Solar dermatitis on white-haired pinnae; advise sun avoidance and sunscreen.,Skin Irritations,Clinical Notes,Solar dermatitis on white-haired pinnae; advise sun avoidance and sunscreen.
"Guinea pig has swollen, painful feet.",Mobility Problems,Owner Observation,"Guinea pig has swollen, painful feet."
Rabbit has redness and hair loss on the soles of its hind feet.,Skin Irritations,Owner Observation,Rabbit has redness and hair loss on the soles of its hind feet.
Lichenification and hyperpigmentation of axillary and inguinal regions; chronic allergic changes.,Skin Irritations,Clinical Notes,Lichenification and hyperpigmentation of axillary and inguinal regions; chronic allergic changes.
Kitten has hookworms according to the fecal test.,Parasites,Owner Observation,Kitten has hookworms according to the fecal test.
Dog is rubbing his face on the carpet constantly.,Skin Irritations,Owner Observation,Dog is rubbing his face on the carpet constantly.
My puppy has developed a swollen muzzle and face.,Skin Irritations,Owner Observation,My puppy has developed a swollen muzzle and face.
"Utilize validated pain scoring system (e.g., CSU Canine Acute Pain Scale) to guide analgesic therapy.",Digestive Issues,Clinical Notes,"Utilize validated pain scoring system (e.g., CSU Canine Acute Pain Scale) to guide analgesic therapy."
Hip dysplasia confirmed; start anti-inflammatory.,Mobility Problems,Clinical Notes,Hip dysplasia confirmed; start anti-inflammatory.
Dermacentor variabilis tick removed; advise monitoring for signs of RMSF.,Parasites,Clinical Notes,Dermacentor variabilis tick removed; advise monitoring for signs of RMSF.
Tapeworm segments (Dipylidium caninum) observed on perineum; associated with flea infestation.,Parasites,Clinical Notes,Tapeworm segments (Dipylidium caninum) observed on perineum; associated with flea infestation.
My dog has significant muscle wasting in his hind end.,Mobility Problems,Owner Observation,My dog has significant muscle wasting in his hind end.
Impression smear from lesion shows acantholytic cells; suspect pemphigus.,Skin Irritations,Clinical Notes,Impression smear from lesion shows acantholytic cells; suspect pemphigus.
Cat has inflammation and discharge around her nail beds.,Skin Irritations,Owner Observation,Cat has inflammation and discharge around her nail beds.
My dog has ear mites confirmed by microscopic exam.,Parasites,Owner Observation,My dog has ear mites confirmed by microscopic exam.
Pediculosis (Linognathus setosus - dog sucking louse) identified. Treat with fipronil or selamectin.,Parasites,Clinical Notes,Pediculosis (Linognathus setosus - dog sucking louse) identified. Treat with fipronil or selamectin.
Cat keeps vomiting small amounts of bile.,Digestive Issues,Owner Observation,Cat keeps vomiting small amounts of bile.
My dog has Valley Fever affecting his bones.,Mobility Problems,Owner Observation,My dog has Valley Fever affecting his bones.
"Cytology findings recorded: Yeast score (0-4+), Cocci score (0-4+), Rod score (0-4+), Cell types (neutrophils, epithelial cells).",Ear Infections,Clinical Notes,"Cytology findings recorded: Yeast score (0-4+), Cocci score (0-4+), Rod score (0-4+), Cell types (neutrophils, epithelial cells)."
"My dog has tapeworms, probably from fleas.",Parasites,Owner Observation,"My dog has tapeworms, probably from fleas."
Dog has developed resistance to previous ear medications.,Ear Infections,Owner Observation,Dog has developed resistance to previous ear medications.
"Mast cell tumor suspected based on raised, erythematous nodule; FNA reveals granulated mast cells.",Skin Irritations,Clinical Notes,"Mast cell tumor suspected based on raised, erythematous nodule; FNA reveals granulated mast cells."
"Document type of tick removed, date, and location on patient.",Parasites,Clinical Notes,"Document type of tick removed, date, and location on patient."
Skin fragility noted; test for FIV/FeLV in feline patient.,Skin Irritations,Clinical Notes,Skin fragility noted; test for FIV/FeLV in feline patient.
My dog has a secondary skin infection from scratching flea bites.,Parasites,Owner Observation,My dog has a secondary skin infection from scratching flea bites.
There are little white things that look like rice grains stuck to the fur around my dog's anus.,Parasites,Owner Observation,There are little white things that look like rice grains stuck to the fur around my dog's anus.
Cat has started eliminating outside the litter box.,Mobility Problems,Owner Observation,Cat has started eliminating outside the litter box.
Rule out hyperadrenocorticism via ACTH stimulation test or LDDST.,Skin Irritations,Clinical Notes,Rule out hyperadrenocorticism via ACTH stimulation test or LDDST.
Ferret has lost a lot of weight over the last month.,Digestive Issues,Owner Observation,Ferret has lost a lot of weight over the last month.
Hepatic encephalopathy suspected due to neurological signs and liver dysfunction.,Digestive Issues,Clinical Notes,Hepatic encephalopathy suspected due to neurological signs and liver dysfunction.
Discuss weight management; obesity exacerbates mobility issues.,Mobility Problems,Clinical Notes,Discuss weight management; obesity exacerbates mobility issues.
My cat fights me and cries when I try to put ear drops in.,Ear Infections,Owner Observation,My cat fights me and cries when I try to put ear drops in.
My cat has bumps along her spine.,Skin Irritations,Owner Observation,My cat has bumps along her spine.
Ensure owner understands treatment plan and follow-up requirements.,Skin Irritations,Clinical Notes,Ensure owner understands treatment plan and follow-up requirements.
