text,condition,record_type,clean_text
My cat vomited a worm.,Digestive Issues,Owner Observation,My cat vomited a worm.
My hamster is losing patches of fur and scratching.,Parasites,Owner Observation,My hamster is losing patches of fur and scratching.
My cat has ear mites again.,Parasites,Owner Observation,My cat has ear mites again.
Cat is constantly licking at her knee joint.,Mobility Problems,Owner Observation,Cat is constantly licking at her knee joint.
Dog started holding up his back right leg after chasing a squirrel.,Mobility Problems,Owner Observation,Dog started holding up his back right leg after chasing a squirrel.
"My puppy is a breed with heavy, floppy ears that don't get good airflow.",Ear Infections,Owner Observation,"My puppy is a breed with heavy, floppy ears that don't get good airflow."
My dog has arthritis diagnosed by the vet.,Mobility Problems,Owner Observation,My dog has arthritis diagnosed by the vet.
Hamster has hair loss around its scent glands.,Skin Irritations,Owner Observation,Hamster has hair loss around its scent glands.
Cat likely has a muscle sprain or strain causing limping.,Mobility Problems,Owner Observation,Cat likely has a muscle sprain or strain causing limping.
My bird is lethargic and its droppings look abnormal.,Parasites,Owner Observation,My bird is lethargic and its droppings look abnormal.
My rabbit has developed a swelling near the base of its ear.,Ear Infections,Owner Observation,My rabbit has developed a swelling near the base of its ear.
My rabbit has fly eggs visible on its soiled rear end.,Skin Irritations,Owner Observation,My rabbit has fly eggs visible on its soiled rear end.
"My puppy has persistent diarrhea, vet found coccidia.",Parasites,Owner Observation,"My puppy has persistent diarrhea, vet found coccidia."
"Cat is scratching near, but not directly in, the ear.",Ear Infections,Owner Observation,"Cat is scratching near, but not directly in, the ear."
Cat has a middle ear infection causing neurological signs.,Ear Infections,Owner Observation,Cat has a middle ear infection causing neurological signs.
Cat has developed a head tilt suddenly.,Ear Infections,Owner Observation,Cat has developed a head tilt suddenly.
"Ferret has dark, coffee ground-like debris in his ears.",Ear Infections,Owner Observation,"Ferret has dark, coffee ground-like debris in his ears."
My cat has difficulty swallowing.,Digestive Issues,Owner Observation,My cat has difficulty swallowing.
"Dog raided the kitchen bin last night, now has terrible diarrhea.",Digestive Issues,Owner Observation,"Dog raided the kitchen bin last night, now has terrible diarrhea."
"Ferret has waxy debris, possibly ear mites.",Ear Infections,Owner Observation,"Ferret has waxy debris, possibly ear mites."
"Ferret has very thick, dark, waxy buildup in both ears.",Ear Infections,Owner Observation,"Ferret has very thick, dark, waxy buildup in both ears."
Rabbit has ear mites causing head tilt.,Parasites,Owner Observation,Rabbit has ear mites causing head tilt.
Puppy got water in his ears playing with the hose.,Ear Infections,Owner Observation,Puppy got water in his ears playing with the hose.
My dog has Legg-Calve-Perthes condition.,Mobility Problems,Owner Observation,My dog has Legg-Calve-Perthes condition.
"My finch is wheezing and clicking, suspect air sac mites.",Parasites,Owner Observation,"My finch is wheezing and clicking, suspect air sac mites."
Cat vomited what looks like coffee grounds.,Digestive Issues,Owner Observation,Cat vomited what looks like coffee grounds.
"My bird has air sac mites, causing breathing difficulty.",Parasites,Owner Observation,"My bird has air sac mites, causing breathing difficulty."
Cat's paws are swollen and red.,Skin Irritations,Owner Observation,Cat's paws are swollen and red.
Dog has yeast overgrowth in his ears.,Ear Infections,Owner Observation,Dog has yeast overgrowth in his ears.
Kitten has persistent diarrhea despite deworming.,Parasites,Owner Observation,Kitten has persistent diarrhea despite deworming.
My cat vomited pinkish foam.,Digestive Issues,Owner Observation,My cat vomited pinkish foam.
My guinea pig is scratching so much it has open sores.,Parasites,Owner Observation,My guinea pig is scratching so much it has open sores.
My dog gets diarrhea whenever we have visitors or travel.,Digestive Issues,Owner Observation,My dog gets diarrhea whenever we have visitors or travel.
My dog's ear infection seemed better but came right back after stopping meds.,Ear Infections,Owner Observation,My dog's ear infection seemed better but came right back after stopping meds.
Cat suddenly refuses to eat her usual food.,Digestive Issues,Owner Observation,Cat suddenly refuses to eat her usual food.
My dog has hives that appear and disappear quickly.,Skin Irritations,Owner Observation,My dog has hives that appear and disappear quickly.
"Guinea pig seems weak and is losing weight, maybe internal parasites?",Parasites,Owner Observation,"Guinea pig seems weak and is losing weight, maybe internal parasites?"
"Ferret is lethargic and not eating, vomited once.",Digestive Issues,Owner Observation,"Ferret is lethargic and not eating, vomited once."
My dog stumbles frequently.,Mobility Problems,Owner Observation,My dog stumbles frequently.
My dog's ear problems always seem worse during allergy season.,Ear Infections,Owner Observation,My dog's ear problems always seem worse during allergy season.
"My kitten is covered in fleas, they are crawling all over.",Parasites,Owner Observation,"My kitten is covered in fleas, they are crawling all over."
My dog keeps gulping and seems uncomfortable after eating.,Digestive Issues,Owner Observation,My dog keeps gulping and seems uncomfortable after eating.
My cat has symmetrical hair loss on both flanks.,Skin Irritations,Owner Observation,My cat has symmetrical hair loss on both flanks.
Rabbit has spondylosis.,Mobility Problems,Owner Observation,Rabbit has spondylosis.
Cat has crusty ear tips.,Ear Infections,Owner Observation,Cat has crusty ear tips.
The skin inside my dog's ear canals looks bright red and sore.,Ear Infections,Owner Observation,The skin inside my dog's ear canals looks bright red and sore.
My dog sometimes trips over his own feet.,Mobility Problems,Owner Observation,My dog sometimes trips over his own feet.
My rabbit has bald patches on its nose from rubbing the cage.,Skin Irritations,Owner Observation,My rabbit has bald patches on its nose from rubbing the cage.
Hamster's skin looks red and irritated inside its cheek pouches.,Skin Irritations,Owner Observation,Hamster's skin looks red and irritated inside its cheek pouches.
"My dog's paw pads feel rough and crusty, almost like horns.",Skin Irritations,Owner Observation,"My dog's paw pads feel rough and crusty, almost like horns."
My cat has bald patches above her eyes.,Skin Irritations,Owner Observation,My cat has bald patches above her eyes.
Dog's ear infection smells like Pseudomonas (sickly sweet).,Ear Infections,Owner Observation,Dog's ear infection smells like Pseudomonas (sickly sweet).
"Dog has dry, brittle fur and flaky skin.",Skin Irritations,Owner Observation,"Dog has dry, brittle fur and flaky skin."
Ferret has crusty skin around its eyes and chin.,Skin Irritations,Owner Observation,Ferret has crusty skin around its eyes and chin.
Rabbit is lethargic and dehydrated (skin tents when pinched).,Digestive Issues,Owner Observation,Rabbit is lethargic and dehydrated (skin tents when pinched).
Rabbit has severe crusting in ears diagnosed as mites.,Ear Infections,Owner Observation,Rabbit has severe crusting in ears diagnosed as mites.
My puppy seems bloated and is trying to vomit but nothing comes up.,Digestive Issues,Owner Observation,My puppy seems bloated and is trying to vomit but nothing comes up.
Hamster has wetness and staining around its tail.,Skin Irritations,Owner Observation,Hamster has wetness and staining around its tail.
"Rabbit's fur is matted, and the skin underneath looks irritated and flaky.",Parasites,Owner Observation,"Rabbit's fur is matted, and the skin underneath looks irritated and flaky."
Guinea pig is dragging its hind end.,Mobility Problems,Owner Observation,Guinea pig is dragging its hind end.
My cat is sensitive to being petted along her back.,Skin Irritations,Owner Observation,My cat is sensitive to being petted along her back.
Puppy has pustules and redness on his chin and muzzle.,Skin Irritations,Owner Observation,Puppy has pustules and redness on his chin and muzzle.
My dog is trying to eat grass frantically.,Digestive Issues,Owner Observation,My dog is trying to eat grass frantically.
My rabbit is scratching its chin and neck area frequently.,Skin Irritations,Owner Observation,My rabbit is scratching its chin and neck area frequently.
"Dog's ear infection has a particularly nasty, 'rotten' smell.",Ear Infections,Owner Observation,"Dog's ear infection has a particularly nasty, 'rotten' smell."
My cat has both fleas and tapeworm segments.,Parasites,Owner Observation,My cat has both fleas and tapeworm segments.
Cat has thinning hair around her eyes and face.,Parasites,Owner Observation,Cat has thinning hair around her eyes and face.
My dog's skin looks bruised in areas without any known trauma.,Skin Irritations,Owner Observation,My dog's skin looks bruised in areas without any known trauma.
My ferret's ears look red inside.,Ear Infections,Owner Observation,My ferret's ears look red inside.
"My bird is restless and picking at its feathers, I think I see tiny bugs.",Parasites,Owner Observation,"My bird is restless and picking at its feathers, I think I see tiny bugs."
"Dog has severe flea infestation, requiring immediate intervention.",Parasites,Owner Observation,"Dog has severe flea infestation, requiring immediate intervention."
"Noticed some creamy, yellow discharge draining from my puppy's ear.",Ear Infections,Owner Observation,"Noticed some creamy, yellow discharge draining from my puppy's ear."
My dog's nails are scuffing the ground when he walks.,Mobility Problems,Owner Observation,My dog's nails are scuffing the ground when he walks.
My dog has bad breath that smells like feces.,Digestive Issues,Owner Observation,My dog has bad breath that smells like feces.
Dog has diarrhea containing undigested food particles.,Digestive Issues,Owner Observation,Dog has diarrhea containing undigested food particles.
My lovebird is chewing its feathers down to the skin.,Parasites,Owner Observation,My lovebird is chewing its feathers down to the skin.
My puppy has accidents in the house (diarrhea) overnight.,Digestive Issues,Owner Observation,My puppy has accidents in the house (diarrhea) overnight.
Ferret is weak in the hind limbs.,Mobility Problems,Owner Observation,Ferret is weak in the hind limbs.
My dog favors one leg consistently.,Mobility Problems,Owner Observation,My dog favors one leg consistently.
Ferret has diarrhea and seems very weak.,Digestive Issues,Owner Observation,Ferret has diarrhea and seems very weak.
My dog has hair loss that seems to follow a seasonal pattern.,Skin Irritations,Owner Observation,My dog has hair loss that seems to follow a seasonal pattern.
"Ferret has black, tarry stools, could it be from parasites?",Parasites,Owner Observation,"Ferret has black, tarry stools, could it be from parasites?"
"My dog has recurring ear infections, vet suspects underlying mites.",Parasites,Owner Observation,"My dog has recurring ear infections, vet suspects underlying mites."
"My cat licks her belly raw, especially after eating certain foods.",Skin Irritations,Owner Observation,"My cat licks her belly raw, especially after eating certain foods."
"Ferret has dark, tarry stool, could parasites cause this?",Parasites,Owner Observation,"Ferret has dark, tarry stool, could parasites cause this?"
Dog has oily skin and recurrent skin infections.,Skin Irritations,Owner Observation,Dog has oily skin and recurrent skin infections.
"My puppy is constantly hungry but not gaining weight, has loose stools.",Digestive Issues,Owner Observation,"My puppy is constantly hungry but not gaining weight, has loose stools."
Found several attached ticks on my dog after hiking.,Parasites,Owner Observation,Found several attached ticks on my dog after hiking.
"Noticed thickened, dark skin in my dog's armpits that seems itchy.",Skin Irritations,Owner Observation,"Noticed thickened, dark skin in my dog's armpits that seems itchy."
My dog has bumps between his toes.,Skin Irritations,Owner Observation,My dog has bumps between his toes.
My cat started shaking her head after a groomer visit.,Ear Infections,Owner Observation,My cat started shaking her head after a groomer visit.
My cat has what looks like walking dandruff.,Parasites,Owner Observation,My cat has what looks like walking dandruff.
My rabbit has severe crusting in ears from Psoroptes mites.,Parasites,Owner Observation,My rabbit has severe crusting in ears from Psoroptes mites.
Dog has ticks attached deep inside his ear canals.,Parasites,Owner Observation,Dog has ticks attached deep inside his ear canals.
"Dog has chronic skin issues, vet suspects Demodex mites.",Parasites,Owner Observation,"Dog has chronic skin issues, vet suspects Demodex mites."
Rabbit seems weak all over.,Mobility Problems,Owner Observation,Rabbit seems weak all over.
Hamster has fecal staining and wetness around the tail and belly.,Digestive Issues,Owner Observation,Hamster has fecal staining and wetness around the tail and belly.
"Dog has chronic skin problems, vet diagnosed generalized Demodex.",Parasites,Owner Observation,"Dog has chronic skin problems, vet diagnosed generalized Demodex."
"My dog takes very short, stiff steps with his front legs.",Mobility Problems,Owner Observation,"My dog takes very short, stiff steps with his front legs."
My dog lags behind on walks and seems reluctant to continue.,Mobility Problems,Owner Observation,My dog lags behind on walks and seems reluctant to continue.
"My rabbit has very large, soft cecotropes that are uneaten.",Digestive Issues,Owner Observation,"My rabbit has very large, soft cecotropes that are uneaten."
My dog gets recurring skin infections in the folds of his face.,Skin Irritations,Owner Observation,My dog gets recurring skin infections in the folds of his face.
My ferret is scratching intensely at its ears.,Ear Infections,Owner Observation,My ferret is scratching intensely at its ears.
My rabbit got diarrhea after I gave him too much fruit.,Digestive Issues,Owner Observation,My rabbit got diarrhea after I gave him too much fruit.
"My dog seems wobbly and uncoordinated, especially in the rear.",Mobility Problems,Owner Observation,"My dog seems wobbly and uncoordinated, especially in the rear."
Guinea pig has stopped producing fecal pellets.,Digestive Issues,Owner Observation,Guinea pig has stopped producing fecal pellets.
My cat doesn't jump onto the furniture anymore.,Mobility Problems,Owner Observation,My cat doesn't jump onto the furniture anymore.
"My cat has fleas, causing miliary dermatitis.",Parasites,Owner Observation,"My cat has fleas, causing miliary dermatitis."
Guinea pig is losing large clumps of hair.,Skin Irritations,Owner Observation,Guinea pig is losing large clumps of hair.
Puppy got diarrhea right after we changed his food brand.,Digestive Issues,Owner Observation,Puppy got diarrhea right after we changed his food brand.
"Rabbit is lethargic and not eating well, possibly due to pain.",Mobility Problems,Owner Observation,"Rabbit is lethargic and not eating well, possibly due to pain."
Puppy's skin is peeling slightly after a bath with new shampoo.,Skin Irritations,Owner Observation,Puppy's skin is peeling slightly after a bath with new shampoo.
"Rabbit has white, powdery substance accumulating in its fur.",Skin Irritations,Owner Observation,"Rabbit has white, powdery substance accumulating in its fur."
My puppy has soft stool ever since we got him.,Digestive Issues,Owner Observation,My puppy has soft stool ever since we got him.
Guinea pig seems bloated and uncomfortable.,Digestive Issues,Owner Observation,Guinea pig seems bloated and uncomfortable.
"My dog seems to have heartburn (gulping, licking air).",Digestive Issues,Owner Observation,"My dog seems to have heartburn (gulping, licking air)."
Rabbit has thick crusts forming on its skin.,Skin Irritations,Owner Observation,Rabbit has thick crusts forming on its skin.
Cat has painful swelling around multiple joints.,Mobility Problems,Owner Observation,Cat has painful swelling around multiple joints.
My cat seems to have fleas that aren't killed by her usual spot-on.,Parasites,Owner Observation,My cat seems to have fleas that aren't killed by her usual spot-on.
Dog’s ears are crusty and smell like mold.,Ear Infections,Owner Observation,Dog’s ears are crusty and smell like mold.
Dog has difficulty posturing to urinate or defecate.,Mobility Problems,Owner Observation,Dog has difficulty posturing to urinate or defecate.
Guinea pig has dandruff and seems uncomfortable when petted.,Skin Irritations,Owner Observation,Guinea pig has dandruff and seems uncomfortable when petted.
Ferret has bright green diarrhea.,Digestive Issues,Owner Observation,Ferret has bright green diarrhea.
"Kitten is sneezing and has discharge, could it be lungworms?",Parasites,Owner Observation,"Kitten is sneezing and has discharge, could it be lungworms?"
Cat is licking the fur off her legs.,Skin Irritations,Owner Observation,Cat is licking the fur off her legs.
My cat has bumps under the skin that can be felt but not easily seen.,Skin Irritations,Owner Observation,My cat has bumps under the skin that can be felt but not easily seen.
Rabbit has pus draining from one ear.,Ear Infections,Owner Observation,Rabbit has pus draining from one ear.
"Dog's ear canal lining looks thick and bumpy, like cobblestones.",Ear Infections,Owner Observation,"Dog's ear canal lining looks thick and bumpy, like cobblestones."
Guinea pig has difficulty moving after a fall.,Mobility Problems,Owner Observation,Guinea pig has difficulty moving after a fall.
My rabbit has matted fur and sores underneath on its hindquarters.,Skin Irritations,Owner Observation,My rabbit has matted fur and sores underneath on its hindquarters.
My bird has Giardia.,Parasites,Owner Observation,My bird has Giardia.
My new kitten has a really round belly and doesn't seem to be growing much.,Parasites,Owner Observation,My new kitten has a really round belly and doesn't seem to be growing much.
Cat has difficulty navigating stairs.,Mobility Problems,Owner Observation,Cat has difficulty navigating stairs.
"My cat's fur looks dull and unkempt, and she has flakes.",Skin Irritations,Owner Observation,"My cat's fur looks dull and unkempt, and she has flakes."
My dog slid on the ice and has been limping on his front leg since.,Mobility Problems,Owner Observation,My dog slid on the ice and has been limping on his front leg since.
"Guinea pig has swollen, painful feet.",Mobility Problems,Owner Observation,"Guinea pig has swollen, painful feet."
Rabbit has redness and hair loss on the soles of its hind feet.,Skin Irritations,Owner Observation,Rabbit has redness and hair loss on the soles of its hind feet.
Kitten has hookworms according to the fecal test.,Parasites,Owner Observation,Kitten has hookworms according to the fecal test.
Dog is rubbing his face on the carpet constantly.,Skin Irritations,Owner Observation,Dog is rubbing his face on the carpet constantly.
My puppy has developed a swollen muzzle and face.,Skin Irritations,Owner Observation,My puppy has developed a swollen muzzle and face.
My dog has significant muscle wasting in his hind end.,Mobility Problems,Owner Observation,My dog has significant muscle wasting in his hind end.
Cat has inflammation and discharge around her nail beds.,Skin Irritations,Owner Observation,Cat has inflammation and discharge around her nail beds.
My dog has ear mites confirmed by microscopic exam.,Parasites,Owner Observation,My dog has ear mites confirmed by microscopic exam.
Cat keeps vomiting small amounts of bile.,Digestive Issues,Owner Observation,Cat keeps vomiting small amounts of bile.
My dog has Valley Fever affecting his bones.,Mobility Problems,Owner Observation,My dog has Valley Fever affecting his bones.
"My dog has tapeworms, probably from fleas.",Parasites,Owner Observation,"My dog has tapeworms, probably from fleas."
Dog has developed resistance to previous ear medications.,Ear Infections,Owner Observation,Dog has developed resistance to previous ear medications.
My dog has a secondary skin infection from scratching flea bites.,Parasites,Owner Observation,My dog has a secondary skin infection from scratching flea bites.
There are little white things that look like rice grains stuck to the fur around my dog's anus.,Parasites,Owner Observation,There are little white things that look like rice grains stuck to the fur around my dog's anus.
Cat has started eliminating outside the litter box.,Mobility Problems,Owner Observation,Cat has started eliminating outside the litter box.
Ferret has lost a lot of weight over the last month.,Digestive Issues,Owner Observation,Ferret has lost a lot of weight over the last month.
My cat fights me and cries when I try to put ear drops in.,Ear Infections,Owner Observation,My cat fights me and cries when I try to put ear drops in.
My cat has bumps along her spine.,Skin Irritations,Owner Observation,My cat has bumps along her spine.
Cat is losing weight despite having a good appetite.,Digestive Issues,Owner Observation,Cat is losing weight despite having a good appetite.
Ferret seems painful when his jaw area is touched.,Ear Infections,Owner Observation,Ferret seems painful when his jaw area is touched.
"My rabbit has thick, flaky crusts inside both ears.",Ear Infections,Owner Observation,"My rabbit has thick, flaky crusts inside both ears."
My ferret's inner ear flaps look red and irritated.,Ear Infections,Owner Observation,My ferret's inner ear flaps look red and irritated.
Pet’s ears are red and have a musty odor.,Ear Infections,Owner Observation,Pet’s ears are red and have a musty odor.
Guinea pig has swollen feet (bumblefoot).,Mobility Problems,Owner Observation,Guinea pig has swollen feet (bumblefoot).
"My ferret’s belly has red, irritated spots.",Skin Irritations,Owner Observation,"My ferret’s belly has red, irritated spots."
My rabbit has white flakes in its ears.,Ear Infections,Owner Observation,My rabbit has white flakes in its ears.
Dog has intermittent episodes of vomiting and diarrhea.,Digestive Issues,Owner Observation,Dog has intermittent episodes of vomiting and diarrhea.
Rabbit's fur is matted and it seems itchy underneath.,Parasites,Owner Observation,Rabbit's fur is matted and it seems itchy underneath.
My dog's ears smell yeasty and the skin inside looks thickened.,Skin Irritations,Owner Observation,My dog's ears smell yeasty and the skin inside looks thickened.
Dog is less active and sleeps more than usual.,Mobility Problems,Owner Observation,Dog is less active and sleeps more than usual.
Dog started limping on his front left leg after playing.,Mobility Problems,Owner Observation,Dog started limping on his front left leg after playing.
My guinea pig has crusty lesions near its mouth.,Skin Irritations,Owner Observation,My guinea pig has crusty lesions near its mouth.
My dog's anal area is red and itchy; he scoots on the carpet.,Skin Irritations,Owner Observation,My dog's anal area is red and itchy; he scoots on the carpet.
"I saw live, wriggling worms in my puppy's fresh poop.",Parasites,Owner Observation,"I saw live, wriggling worms in my puppy's fresh poop."
My dog's joints make clicking or popping sounds.,Mobility Problems,Owner Observation,My dog's joints make clicking or popping sounds.
Ferret is having difficulty climbing up ramps in his cage.,Mobility Problems,Owner Observation,Ferret is having difficulty climbing up ramps in his cage.
My dog acts hungry but then sniffs his food and walks away.,Digestive Issues,Owner Observation,My dog acts hungry but then sniffs his food and walks away.
Dog is straining in the yard but only passing small bits of liquid stool.,Digestive Issues,Owner Observation,Dog is straining in the yard but only passing small bits of liquid stool.
Guinea pig has visible lice crawling on its hair shafts.,Parasites,Owner Observation,Guinea pig has visible lice crawling on its hair shafts.
"Dog has lost his appetite and seems nauseous (licking lips, drooling).",Digestive Issues,Owner Observation,"Dog has lost his appetite and seems nauseous (licking lips, drooling)."
My rabbit has developed a large swelling under its jaw.,Skin Irritations,Owner Observation,My rabbit has developed a large swelling under its jaw.
"Cat's face looks droopy on one side, started with the ear trouble.",Ear Infections,Owner Observation,"Cat's face looks droopy on one side, started with the ear trouble."
"My ferret is itchy, especially around his neck and shoulders.",Parasites,Owner Observation,"My ferret is itchy, especially around his neck and shoulders."
Rabbit is shaking its head and digging at its ears.,Parasites,Owner Observation,Rabbit is shaking its head and digging at its ears.
My puppy seems stiff when he wakes up.,Mobility Problems,Owner Observation,My puppy seems stiff when he wakes up.
My dog's ear flap (pinna) is swollen like a balloon.,Ear Infections,Owner Observation,My dog's ear flap (pinna) is swollen like a balloon.
"Cat is scratching the area below her ear, not directly inside.",Ear Infections,Owner Observation,"Cat is scratching the area below her ear, not directly inside."
My dog has Babesia from a tick bite.,Parasites,Owner Observation,My dog has Babesia from a tick bite.
"Cat has decreased appetite, possibly due to chronic pain.",Mobility Problems,Owner Observation,"Cat has decreased appetite, possibly due to chronic pain."
"Ferret has fleas, needs treatment safe for ferrets.",Parasites,Owner Observation,"Ferret has fleas, needs treatment safe for ferrets."
"My puppy is trying to vomit but only dry heaving, and his belly looks swollen.",Digestive Issues,Owner Observation,"My puppy is trying to vomit but only dry heaving, and his belly looks swollen."
Puppy has a rash in his groin area.,Skin Irritations,Owner Observation,Puppy has a rash in his groin area.
My cat shakes her head violently right after I put the ear drops in.,Ear Infections,Owner Observation,My cat shakes her head violently right after I put the ear drops in.
Cat has swollen joints.,Mobility Problems,Owner Observation,Cat has swollen joints.
I saw spaghetti-like worms in my puppy's vomit.,Parasites,Owner Observation,I saw spaghetti-like worms in my puppy's vomit.
"My dog is restless and pacing, seems uncomfortable after eating.",Digestive Issues,Owner Observation,"My dog is restless and pacing, seems uncomfortable after eating."
My ferret's ear discharge smells sweet/yeasty.,Ear Infections,Owner Observation,My ferret's ear discharge smells sweet/yeasty.
My hamster is losing fur around its eyes.,Skin Irritations,Owner Observation,My hamster is losing fur around its eyes.
My cat is drinking tons of water and vomited twice yesterday.,Digestive Issues,Owner Observation,My cat is drinking tons of water and vomited twice yesterday.
Cat seems completely deaf in the affected ear.,Ear Infections,Owner Observation,Cat seems completely deaf in the affected ear.
"Rabbit has stopped grooming, coat looks messy.",Digestive Issues,Owner Observation,"Rabbit has stopped grooming, coat looks messy."
My dog chewed up a plastic toy and is now lethargic and gagging.,Digestive Issues,Owner Observation,My dog chewed up a plastic toy and is now lethargic and gagging.
"Cat moves with a stiff, hunched posture.",Mobility Problems,Owner Observation,"Cat moves with a stiff, hunched posture."
My parrot was diagnosed with Giardia.,Parasites,Owner Observation,My parrot was diagnosed with Giardia.
My dog's skin turns bright red after he eats certain treats.,Skin Irritations,Owner Observation,My dog's skin turns bright red after he eats certain treats.
Noticed small bumps and scabs on my puppy's back.,Skin Irritations,Owner Observation,Noticed small bumps and scabs on my puppy's back.
Cat is licking a specific joint excessively.,Mobility Problems,Owner Observation,Cat is licking a specific joint excessively.
"My rabbit's skin seems very dry and flaky, especially on its ears.",Skin Irritations,Owner Observation,"My rabbit's skin seems very dry and flaky, especially on its ears."
"Kitten has pale gums and is very sleepy, worried about fleas.",Parasites,Owner Observation,"Kitten has pale gums and is very sleepy, worried about fleas."
"My dog is a Cocker Spaniel, and I know they are prone to ear problems.",Ear Infections,Owner Observation,"My dog is a Cocker Spaniel, and I know they are prone to ear problems."
"Cat has symmetrical hair loss on her flanks, no apparent itching.",Skin Irritations,Owner Observation,"Cat has symmetrical hair loss on her flanks, no apparent itching."
"Guinea pig has soft, smelly droppings.",Digestive Issues,Owner Observation,"Guinea pig has soft, smelly droppings."
My senior cat hasn't pooped in four days and seems uncomfortable.,Digestive Issues,Owner Observation,My senior cat hasn't pooped in four days and seems uncomfortable.
My puppy has diarrhea and the vet found Coccidia in his stool sample.,Parasites,Owner Observation,My puppy has diarrhea and the vet found Coccidia in his stool sample.
My dog has a circular lesion that is healing in the center but spreading outward.,Skin Irritations,Owner Observation,My dog has a circular lesion that is healing in the center but spreading outward.
Cat seems overly sensitive to loud noises lately.,Ear Infections,Owner Observation,Cat seems overly sensitive to loud noises lately.
My cat has sores in the corners of her mouth.,Skin Irritations,Owner Observation,My cat has sores in the corners of her mouth.
Ferret is tilting its head slightly to the left.,Ear Infections,Owner Observation,Ferret is tilting its head slightly to the left.
My dog has ear mites confirmed by the vet.,Parasites,Owner Observation,My dog has ear mites confirmed by the vet.
My dog requires treatment for heartworm infection.,Parasites,Owner Observation,My dog requires treatment for heartworm infection.
My puppy drags his rear end on the carpet after pooping.,Parasites,Owner Observation,My puppy drags his rear end on the carpet after pooping.
"Cat isn't grooming her hindquarters well, fur looks matted.",Mobility Problems,Owner Observation,"Cat isn't grooming her hindquarters well, fur looks matted."
Puppy has on-and-off diarrhea since we brought him home.,Digestive Issues,Owner Observation,Puppy has on-and-off diarrhea since we brought him home.
Cat has hair loss and redness between the toes.,Skin Irritations,Owner Observation,Cat has hair loss and redness between the toes.
"Cat is scratching under her chin, causing sores and hair loss.",Skin Irritations,Owner Observation,"Cat is scratching under her chin, causing sores and hair loss."
"Guinea pig has intense itching fits, sometimes seems like a seizure.",Skin Irritations,Owner Observation,"Guinea pig has intense itching fits, sometimes seems like a seizure."
My cat is drinking excessive amounts of water and vomiting frequently.,Digestive Issues,Owner Observation,My cat is drinking excessive amounts of water and vomiting frequently.
"Dog has dry, brittle hair coat and flaky skin.",Skin Irritations,Owner Observation,"Dog has dry, brittle hair coat and flaky skin."
My puppy scoots his bottom on the floor frequently.,Parasites,Owner Observation,My puppy scoots his bottom on the floor frequently.
"My rabbit is leaving large, soft, uneaten cecotropes around.",Digestive Issues,Owner Observation,"My rabbit is leaving large, soft, uneaten cecotropes around."
My puppy ate some mushrooms in the yard and is now vomiting.,Digestive Issues,Owner Observation,My puppy ate some mushrooms in the yard and is now vomiting.
My cat scratches herself raw around the collar area.,Skin Irritations,Owner Observation,My cat scratches herself raw around the collar area.
My dog has developed a head tilt.,Mobility Problems,Owner Observation,My dog has developed a head tilt.
Puppy fecal exam positive for both roundworms and hookworms.,Parasites,Owner Observation,Puppy fecal exam positive for both roundworms and hookworms.
My cat has flaky skin that seems to move when you watch it closely.,Parasites,Owner Observation,My cat has flaky skin that seems to move when you watch it closely.
My small dog has Legg-Calve-Perthes causing hip pain.,Mobility Problems,Owner Observation,My small dog has Legg-Calve-Perthes causing hip pain.
My rabbit stopped eating his pellets and cecotropes are sticking to his fur.,Digestive Issues,Owner Observation,My rabbit stopped eating his pellets and cecotropes are sticking to his fur.
Rabbit has lost bladder/bowel control.,Mobility Problems,Owner Observation,Rabbit has lost bladder/bowel control.
Guinea pig has hair loss on its nose.,Skin Irritations,Owner Observation,Guinea pig has hair loss on its nose.
"Cat keeps gagging like she has a hairball, but nothing comes out.",Digestive Issues,Owner Observation,"Cat keeps gagging like she has a hairball, but nothing comes out."
My dog had ear canal ablation surgery due to end-stage condition.,Ear Infections,Owner Observation,My dog had ear canal ablation surgery due to end-stage condition.
"Dog has hair loss on the tail, looks like a 'rat tail'.",Skin Irritations,Owner Observation,"Dog has hair loss on the tail, looks like a 'rat tail'."
My cat has chronic diarrhea that responds temporarily to antibiotics.,Digestive Issues,Owner Observation,My cat has chronic diarrhea that responds temporarily to antibiotics.
Kitten's fecal test showed hookworm eggs.,Parasites,Owner Observation,Kitten's fecal test showed hookworm eggs.
"My cat has chronic diarrhea, improves with antibiotics but returns.",Digestive Issues,Owner Observation,"My cat has chronic diarrhea, improves with antibiotics but returns."
My puppy has what looks like acne on his belly.,Skin Irritations,Owner Observation,My puppy has what looks like acne on his belly.
My dog has Wobbler syndrome.,Mobility Problems,Owner Observation,My dog has Wobbler syndrome.
Guinea pig is frantically scratching and seems distressed.,Parasites,Owner Observation,Guinea pig is frantically scratching and seems distressed.
Rabbit is tilting its head and seems off balance.,Mobility Problems,Owner Observation,Rabbit is tilting its head and seems off balance.
"The fur on my cat's tail base is thinning, and the skin looks irritated.",Skin Irritations,Owner Observation,"The fur on my cat's tail base is thinning, and the skin looks irritated."
Cat meows loudly if I accidentally brush against her lower back.,Mobility Problems,Owner Observation,Cat meows loudly if I accidentally brush against her lower back.
My dog has developed skin tags all over his body.,Skin Irritations,Owner Observation,My dog has developed skin tags all over his body.
My dog has myasthenia gravis causing weakness.,Mobility Problems,Owner Observation,My dog has myasthenia gravis causing weakness.
