query,true_condition,animal_filter,top1_condition,retrieved_conditions,correct_rank,hit_at_1,hit_at_3,hit_at_5,top1_text,top1_score
"Dog raided the kitchen bin last night, now has terrible diarrhea.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Parasites', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Vomiting post-meal; test for food intolerance.,0.6017223596572876
"Ferret has waxy debris, possibly ear mites.",Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Parasites']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.7323867082595825
"Ferret has very thick, dark, waxy buildup in both ears.",Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Mobility Problems', 'Ear Infections']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6530603170394897
Rabbit has ear mites causing head tilt.,Parasites,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Parasites', 'Skin Irritations', 'Ear Infections']",3.0,False,True,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.7160631418228149
Puppy got water in his ears playing with the hose.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Demonstrate ear cleaning technique to owner.,0.6534624695777893
My dog has Legg-Calve-Perthes condition.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Digestive Issues', 'Mobility Problems', 'Skin Irritations']",1.0,True,True,True,Legg-Calve-Perthes condition (avascular necrosis of femoral head) suspected in young small breed dog.,0.7566522359848022
"My finch is wheezing and clicking, suspect air sac mites.",Parasites,,Ear Infections,"['Ear Infections', 'Skin Irritations', 'Parasites', 'Parasites', 'Skin Irritations']",3.0,False,True,True,Check for ticks within the ear canal.,0.6243253946304321
Cat vomited what looks like coffee grounds.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Ear Infections']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6457246541976929
"My bird has air sac mites, causing breathing difficulty.",Parasites,,Parasites,"['Parasites', 'Parasites', 'Ear Infections', 'Parasites', 'Digestive Issues']",1.0,True,True,True,Ear mites in canal; clean and apply selamectin.,0.6386748552322388
Cat's paws are swollen and red.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Plasma cell pododermatitis ('pillow foot') diagnosed in cat.,0.664665937423706
Dog has yeast overgrowth in his ears.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.8089826107025146
Kitten has persistent diarrhea despite deworming.,Parasites,,Digestive Issues,"['Digestive Issues', 'Parasites', 'Parasites', 'Parasites', 'Digestive Issues']",2.0,False,True,True,Recheck fecal exam after deworming treatment.,0.6513871550559998
My cat vomited pinkish foam.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Skin Irritations', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6469299793243408
My guinea pig is scratching so much it has open sores.,Parasites,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",,False,False,False,"Severe ulcerative pododermatitis (bumblefoot) in guinea pig; debride, bandage, systemic antibiotics, improve husbandry.",0.596068263053894
My dog gets diarrhea whenever we have visitors or travel.,Digestive Issues,,Parasites,"['Parasites', 'Ear Infections', 'Ear Infections', 'Digestive Issues', 'Digestive Issues']",4.0,False,False,True,"Confirm pet's lifestyle (indoor/outdoor, travel history) to assess parasite risk.",0.6447928547859192
My dog's ear infection seemed better but came right back after stopping meds.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Ear infection with swelling; start combo drops.,0.6454522609710693
Cat suddenly refuses to eat her usual food.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Skin Irritations', 'Ear Infections']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6199188232421875
My dog has hives that appear and disappear quickly.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Parasites', 'Skin Irritations', 'Ear Infections', 'Parasites']",1.0,True,True,True,Histiocytoma present on young dog; monitor for spontaneous regression.,0.6317750215530396
"Guinea pig seems weak and is losing weight, maybe internal parasites?",Parasites,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Parasites', 'Mobility Problems', 'Parasites']",3.0,False,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.6107393503189087
"Ferret is lethargic and not eating, vomited once.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Vomiting and lethargy; check for intoxication.,0.647994875907898
My dog stumbles frequently.,Mobility Problems,,Ear Infections,"['Ear Infections', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Mobility Problems']",2.0,False,True,True,Referral to veterinary neurologist recommended due to central neurological signs.,0.6482909321784973
My dog's ear problems always seem worse during allergy season.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Ear Infections']",3.0,False,True,True,Recommend regular ear cleaning with appropriate solution.,0.6414318084716797
"My kitten is covered in fleas, they are crawling all over.",Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Parasites', 'Skin Irritations']",1.0,True,True,True,"Recommend environmental flea treatment (vacuuming, washing bedding, premise spray).",0.6641128063201904
My dog keeps gulping and seems uncomfortable after eating.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Vomiting post-meal; test for food intolerance.,0.6583764553070068
My cat has symmetrical hair loss on both flanks.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,"Symmetrical alopecia on flanks; rule out endocrine disorders (hypothyroidism, Cushing's).",0.6418461799621582
Rabbit has spondylosis.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Digestive Issues', 'Parasites', 'Digestive Issues']",1.0,True,True,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.7266163229942322
Cat has crusty ear tips.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6640969514846802
The skin inside my dog's ear canals looks bright red and sore.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Skin Irritations', 'Digestive Issues', 'Skin Irritations']",1.0,True,True,True,Check for ticks within the ear canal.,0.6684772372245789
My dog sometimes trips over his own feet.,Mobility Problems,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Skin Irritations', 'Parasites', 'Mobility Problems']",5.0,False,False,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.642081081867218
My rabbit has bald patches on its nose from rubbing the cage.,Skin Irritations,,Parasites,"['Parasites', 'Parasites', 'Mobility Problems', 'Parasites', 'Skin Irritations']",5.0,False,False,True,Advise meticulous cage hygiene and appropriate bedding for rabbits to prevent myiasis.,0.6569255590438843
Hamster's skin looks red and irritated inside its cheek pouches.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Lichenification and hyperpigmentation in axillary regions; chronic allergic skin condition likely.,0.5898903608322144
"My dog's paw pads feel rough and crusty, almost like horns.",Skin Irritations,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Mobility Problems', 'Skin Irritations', 'Skin Irritations']",2.0,False,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.6059221029281616
My cat has bald patches above her eyes.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Ear Infections', 'Skin Irritations']",1.0,True,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6824691295623779
Dog's ear infection smells like Pseudomonas (sickly sweet).,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Use Tris-EDTA containing ear flush for Pseudomonas infections.,0.6407768726348877
"Dog has dry, brittle fur and flaky skin.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Parasites', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.6849809885025024
Ferret has crusty skin around its eyes and chin.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.6502484083175659
Rabbit is lethargic and dehydrated (skin tents when pinched).,Digestive Issues,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",2.0,False,True,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6706992387771606
Rabbit has severe crusting in ears diagnosed as mites.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Parasites', 'Skin Irritations']",1.0,True,True,True,Psoroptes cuniculi (ear mites) in rabbit causing severe crusting and inflammation.,0.7611058950424194
My puppy seems bloated and is trying to vomit but nothing comes up.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Constipated feline; administer Miralax/lactulose and recommend increasing water intake (wet food, fountain).",0.6387214660644531
Hamster has wetness and staining around its tail.,Skin Irritations,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Skin Irritations', 'Parasites', 'Skin Irritations']",3.0,False,True,True,"Wet tail in hamster; guarded prognosis, provide heat support, antibiotics, fluids.",0.7060075998306274
"Rabbit's fur is matted, and the skin underneath looks irritated and flaky.",Parasites,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Digestive Issues', 'Skin Irritations', 'Ear Infections']",,False,False,False,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.66731858253479
Guinea pig is dragging its hind end.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Mobility Problems', 'Mobility Problems']",1.0,True,True,True,Absence of withdrawal reflex in hind limbs.,0.5781003832817078
My cat is sensitive to being petted along her back.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Parasites', 'Parasites', 'Digestive Issues']",1.0,True,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6476141810417175
Puppy has pustules and redness on his chin and muzzle.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Juvenile cellulitis (puppy strangles) presenting with facial swelling and pustules.,0.6985344886779785
My dog is trying to eat grass frantically.,Digestive Issues,,Ear Infections,"['Ear Infections', 'Digestive Issues', 'Digestive Issues', 'Mobility Problems', 'Skin Irritations']",2.0,False,True,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.6521394848823547
My rabbit is scratching its chin and neck area frequently.,Skin Irritations,,Mobility Problems,"['Mobility Problems', 'Parasites', 'Parasites', 'Parasites', 'Skin Irritations']",5.0,False,False,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6476519107818604
"Dog's ear infection has a particularly nasty, 'rotten' smell.",Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Skin Irritations', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Otitis externa with odor; start combo drops.,0.6586953401565552
My cat has both fleas and tapeworm segments.,Parasites,,Parasites,"['Parasites', 'Skin Irritations', 'Parasites', 'Parasites', 'Parasites']",1.0,True,True,True,Tapeworm segments (Dipylidium caninum) observed on perineum; associated with flea infestation.,0.6632349491119385
Cat has thinning hair around her eyes and face.,Parasites,,Skin Irritations,"['Skin Irritations', 'Digestive Issues', 'Skin Irritations', 'Ear Infections', 'Skin Irritations']",,False,False,False,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6775938272476196
My dog's skin looks bruised in areas without any known trauma.,Skin Irritations,,Parasites,"['Parasites', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",2.0,False,True,True,Localized demodicosis in young dog often resolves without treatment; monitor.,0.64240562915802
My ferret's ears look red inside.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Ear Infections', 'Ear Infections']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6651825904846191
"My bird is restless and picking at its feathers, I think I see tiny bugs.",Parasites,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Parasites', 'Parasites', 'Skin Irritations']",3.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.627051055431366
"Dog has severe flea infestation, requiring immediate intervention.",Parasites,,Parasites,"['Parasites', 'Parasites', 'Skin Irritations', 'Parasites', 'Parasites']",1.0,True,True,True,Dog presented with severe flea infestation and secondary anemia (PCV 22%).,0.7876372933387756
"Noticed some creamy, yellow discharge draining from my puppy's ear.",Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Skin Irritations', 'Ear Infections']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6845826506614685
My dog's nails are scuffing the ground when he walks.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Skin Irritations', 'Parasites', 'Parasites']",1.0,True,True,True,"Gait analysis performed: observe walk, trot, turning, stairs.",0.6154053211212158
My dog has bad breath that smells like feces.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Ear Infections', 'Parasites', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Constipated feline; administer Miralax/lactulose and recommend increasing water intake (wet food, fountain).",0.6385939121246338
Dog has diarrhea containing undigested food particles.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Ear Infections']",1.0,True,True,True,"Constipated feline; administer Miralax/lactulose and recommend increasing water intake (wet food, fountain).",0.6602359414100647
My lovebird is chewing its feathers down to the skin.,Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Parasites', 'Parasites', 'Parasites']",3.0,False,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.5744186639785767
My puppy has accidents in the house (diarrhea) overnight.,Digestive Issues,,Parasites,"['Parasites', 'Parasites', 'Digestive Issues', 'Digestive Issues', 'Ear Infections']",3.0,False,True,True,Discuss potential for parasite transmission between household pets.,0.6339014768600464
Ferret is weak in the hind limbs.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Mobility Problems', 'Mobility Problems', 'Mobility Problems']",1.0,True,True,True,Absence of withdrawal reflex in hind limbs.,0.6571402549743652
My dog favors one leg consistently.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations', 'Digestive Issues']",1.0,True,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.6388825178146362
Ferret has diarrhea and seems very weak.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Diarrhea with weight loss; check thyroid levels.,0.6171724796295166
My dog has hair loss that seems to follow a seasonal pattern.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Digestive Issues', 'Skin Irritations']",1.0,True,True,True,Canine recurrent flank alopecia noted; seasonal pattern.,0.7683171033859253
"Ferret has black, tarry stools, could it be from parasites?",Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Parasites', 'Digestive Issues']",1.0,True,True,True,"Consider fecal PCR testing for diagnosing difficult parasites (e.g., Tritrichomonas).",0.5808839797973633
"My dog has recurring ear infections, vet suspects underlying mites.",Parasites,,Parasites,"['Parasites', 'Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Ear cytology performed to confirm mites and check for secondary infection.,0.7141958475112915
"My cat licks her belly raw, especially after eating certain foods.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Digestive Issues', 'Ear Infections', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Trichogram reveals damaged hair shafts consistent with excessive licking.,0.5838659405708313
"Ferret has dark, tarry stool, could parasites cause this?",Parasites,,Parasites,"['Parasites', 'Digestive Issues', 'Parasites', 'Parasites', 'Digestive Issues']",1.0,True,True,True,"Consider fecal PCR testing for diagnosing difficult parasites (e.g., Tritrichomonas).",0.5661705732345581
Dog has oily skin and recurrent skin infections.,Skin Irritations,,Ear Infections,"['Ear Infections', 'Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Parasites']",2.0,False,True,True,Check thyroid levels in dogs with recurrent infections.,0.740864098072052
"My puppy is constantly hungry but not gaining weight, has loose stools.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Advise slow transition when changing pet foods.,0.6029027700424194
Found several attached ticks on my dog after hiking.,Parasites,,Parasites,"['Parasites', 'Ear Infections', 'Ear Infections', 'Parasites', 'Ear Infections']",1.0,True,True,True,Ticks embedded in fur; remove and treat.,0.6800425052642822
"Noticed thickened, dark skin in my dog's armpits that seems itchy.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Pruritic lesions on tail; anti-itch spray prescribed.,0.6803339123725891
My dog has bumps between his toes.,Skin Irritations,,Mobility Problems,"['Mobility Problems', 'Parasites', 'Parasites', 'Skin Irritations', 'Mobility Problems']",4.0,False,False,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.632111668586731
My cat started shaking her head after a groomer visit.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",,False,False,False,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6113421320915222
My cat has what looks like walking dandruff.,Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Digestive Issues', 'Parasites']",5.0,False,False,True,Plasma cell pododermatitis ('pillow foot') diagnosed in cat.,0.6628222465515137
My rabbit has severe crusting in ears from Psoroptes mites.,Parasites,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Parasites', 'Parasites', 'Parasites']",3.0,False,True,True,Psoroptes cuniculi (ear mites) in rabbit causing severe crusting and inflammation.,0.8443708419799805
Dog has ticks attached deep inside his ear canals.,Parasites,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Parasites', 'Parasites', 'Digestive Issues']",3.0,False,True,True,Check for ticks within the ear canal.,0.8028253316879272
"Dog has chronic skin issues, vet suspects Demodex mites.",Parasites,,Parasites,"['Parasites', 'Parasites', 'Skin Irritations', 'Parasites', 'Mobility Problems']",1.0,True,True,True,Deep skin scrape positive for Demodex canis mites.,0.7313869595527649
Rabbit seems weak all over.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Parasites', 'Digestive Issues', 'Ear Infections']",2.0,False,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.6783592104911804
Hamster has fecal staining and wetness around the tail and belly.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,"Wet tail in hamster; guarded prognosis, provide heat support, antibiotics, fluids.",0.6651530265808105
"Dog has chronic skin problems, vet diagnosed generalized Demodex.",Parasites,,Parasites,"['Parasites', 'Skin Irritations', 'Parasites', 'Skin Irritations', 'Parasites']",1.0,True,True,True,Deep skin scrape positive for Demodex canis mites.,0.6818637847900391
"My dog takes very short, stiff steps with his front legs.",Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Mobility Problems']",2.0,False,True,True,Advise slow transition when changing pet foods.,0.6437575817108154
My dog lags behind on walks and seems reluctant to continue.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Skin Irritations']",2.0,False,True,True,Advise slow transition when changing pet foods.,0.6233834624290466
"My rabbit has very large, soft cecotropes that are uneaten.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Parasites', 'Parasites', 'Digestive Issues', 'Parasites']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.6117573380470276
My dog gets recurring skin infections in the folds of his face.,Skin Irritations,,Ear Infections,"['Ear Infections', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Parasites']",2.0,False,True,True,Check thyroid levels in dogs with recurrent infections.,0.6948055028915405
My ferret is scratching intensely at its ears.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Digestive Issues']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6687018871307373
My rabbit got diarrhea after I gave him too much fruit.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Parasites', 'Digestive Issues']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.6257693767547607
"My dog seems wobbly and uncoordinated, especially in the rear.",Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Mobility Problems', 'Skin Irritations', 'Digestive Issues']",1.0,True,True,True,Wobbler syndrome (cervical spondylomyelopathy) suspected in large breed dog with neck pain and gait abnormalities.,0.6902806758880615
Guinea pig has stopped producing fecal pellets.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Skin Irritations', 'Parasites']",1.0,True,True,True,Salmonella ruled out via fecal culture.,0.5885002613067627
My cat doesn't jump onto the furniture anymore.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations', 'Parasites']",,False,False,False,Advise slow transition when changing pet foods.,0.5692135095596313
"My cat has fleas, causing miliary dermatitis.",Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",,False,False,False,Miliary dermatitis pattern observed in feline patient; consider flea allergy vs. food allergy.,0.7548653483390808
Guinea pig is losing large clumps of hair.,Skin Irritations,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Mobility Problems']",3.0,False,True,True,Suspect vitamin C deficiency (scurvy) in guinea pig with lameness/reluctance to move; supplement vitamin C.,0.6022324562072754
Puppy got diarrhea right after we changed his food brand.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Advise slow transition when changing pet foods.,0.6905654072761536
"Rabbit is lethargic and not eating well, possibly due to pain.",Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",2.0,False,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.7215894460678101
Puppy's skin is peeling slightly after a bath with new shampoo.,Skin Irritations,,Parasites,"['Parasites', 'Parasites', 'Skin Irritations', 'Skin Irritations', 'Digestive Issues']",3.0,False,True,True,Advise bathing pet with appropriate shampoo to remove flea dirt/scales.,0.7169384956359863
"Rabbit has white, powdery substance accumulating in its fur.",Skin Irritations,,Parasites,"['Parasites', 'Mobility Problems', 'Parasites', 'Digestive Issues', 'Skin Irritations']",5.0,False,False,True,Ensure rabbit environment is clean to prevent flystrike.,0.6381222009658813
My puppy has soft stool ever since we got him.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Parasites', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Stool soft and odorous; test for malabsorption.,0.6535519361495972
Guinea pig seems bloated and uncomfortable.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Parasites', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.6159963011741638
"My dog seems to have heartburn (gulping, licking air).",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Ear Infections', 'Mobility Problems', 'Skin Irritations']",1.0,True,True,True,"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma.",0.65521240234375
Rabbit has thick crusts forming on its skin.,Skin Irritations,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Parasites', 'Mobility Problems', 'Parasites']",,False,False,False,Rabbit presents with severe crusting otitis externa due to Psoroptes cuniculi infestation.,0.7207480072975159
Cat has painful swelling around multiple joints.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Digestive Issues']",1.0,True,True,True,Soft tissue swelling noted around joint; rule out sprain/strain vs. septic arthritis.,0.6698729991912842
My cat seems to have fleas that aren't killed by her usual spot-on.,Parasites,,Skin Irritations,"['Skin Irritations', 'Parasites', 'Skin Irritations', 'Parasites', 'Parasites']",2.0,False,True,True,Excoriations on tail; rule out flea hypersensitivity.,0.6265135407447815
Dog’s ears are crusty and smell like mold.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Parasites']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6857966184616089
Dog has difficulty posturing to urinate or defecate.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Mobility Problems', 'Parasites', 'Ear Infections']",3.0,False,True,True,"Constipated feline; administer Miralax/lactulose and recommend increasing water intake (wet food, fountain).",0.6598899960517883
Guinea pig has dandruff and seems uncomfortable when petted.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Parasites']",1.0,True,True,True,"Pododermatitis in guinea pig; assess husbandry (substrate, cleanliness), rule out infection/scurvy.",0.6286413073539734
