text,condition,record_type,clean_text
Discontinue any NSAIDs that could be causing GI upset.,Digestive Issues,Clinical Notes,Discontinue any NSAIDs that could be causing GI upset.
Coccidia confirmed; prescribe sulfa drugs.,Parasites,Clinical Notes,Coccidia confirmed; prescribe sulfa drugs.
Post-operative monitoring for ileus.,Digestive Issues,Clinical Notes,Post-operative monitoring for ileus.
Cruciate tear suspected; stabilize and refer.,Mobility Problems,Clinical Notes,Cruciate tear suspected; stabilize and refer.
"Differentials for vestibular signs: Peripheral (otitis interna, idiopathic vestibular condition) vs. Central (brainstem lesion).",Ear Infections,Clinical Notes,"Differentials for vestibular signs: Peripheral (otitis interna, idiopathic vestibular condition) vs. Central (brainstem lesion)."
Discuss humane euthanasia if quality of life is poor and pain is refractory.,Mobility Problems,Clinical Notes,Discuss humane euthanasia if quality of life is poor and pain is refractory.
Gastric irritation; start famotidine therapy.,Digestive Issues,Clinical Notes,Gastric irritation; start famotidine therapy.
Cranial drawer test equivocal; tibial compression test positive LH stifle. Probable CCL tear.,Mobility Problems,Clinical Notes,Cranial drawer test equivocal; tibial compression test positive LH stifle. Probable CCL tear.
Cuterebra larva removed from subcutaneous swelling.,Parasites,Clinical Notes,Cuterebra larva removed from subcutaneous swelling.
Pythiosis suspected based on GI thickening and regional lymphadenopathy.,Digestive Issues,Clinical Notes,Pythiosis suspected based on GI thickening and regional lymphadenopathy.
Diarrhea with mucus; test for giardia.,Digestive Issues,Clinical Notes,Diarrhea with mucus; test for giardia.
Prescribe ponazuril for Coccidia treatment.,Parasites,Clinical Notes,Prescribe ponazuril for Coccidia treatment.
"Prescribe systemic antibiotics (e.g., cephalexin, clindamycin) for deep pyoderma.",Skin Irritations,Clinical Notes,"Prescribe systemic antibiotics (e.g., cephalexin, clindamycin) for deep pyoderma."
Educate owner on recognizing early signs of skin infection.,Skin Irritations,Clinical Notes,Educate owner on recognizing early signs of skin infection.
"Prescribe systemic antibiotics (e.g., clindamycin, enrofloxacin) for suspected otitis media.",Ear Infections,Clinical Notes,"Prescribe systemic antibiotics (e.g., clindamycin, enrofloxacin) for suspected otitis media."
Calculate RER and adjust caloric intake to achieve/maintain ideal body weight.,Mobility Problems,Clinical Notes,Calculate RER and adjust caloric intake to achieve/maintain ideal body weight.
Generalized erythema and pruritus noted; suspect atopic dermatitis.,Skin Irritations,Clinical Notes,Generalized erythema and pruritus noted; suspect atopic dermatitis.
Administer tramadol for breakthrough pain.,Mobility Problems,Clinical Notes,Administer tramadol for breakthrough pain.
Rhipicephalus sanguineus tick removed. Discuss Ehrlichia/Babesia prevention.,Parasites,Clinical Notes,Rhipicephalus sanguineus tick removed. Discuss Ehrlichia/Babesia prevention.
Recommend Cytopoint injection for canine atopic dermatitis.,Skin Irritations,Clinical Notes,Recommend Cytopoint injection for canine atopic dermatitis.
Provide handout on heartworm condition.,Parasites,Clinical Notes,Provide handout on heartworm condition.
"Medical management of CCL tear includes weight loss, activity modification, NSAIDs, and physical therapy.",Mobility Problems,Clinical Notes,"Medical management of CCL tear includes weight loss, activity modification, NSAIDs, and physical therapy."
Otodectes cynotis (ear mites) identified on microscopic examination of debris.,Ear Infections,Clinical Notes,Otodectes cynotis (ear mites) identified on microscopic examination of debris.
Pain management crucial; prescribe NSAIDs or other analgesics.,Ear Infections,Clinical Notes,Pain management crucial; prescribe NSAIDs or other analgesics.
Monitor for systemic signs of illness with severe infections.,Ear Infections,Clinical Notes,Monitor for systemic signs of illness with severe infections.
Staging for suspected osteosarcoma: Thoracic radiographs (3 views) show no evidence of pulmonary metastasis.,Mobility Problems,Clinical Notes,Staging for suspected osteosarcoma: Thoracic radiographs (3 views) show no evidence of pulmonary metastasis.
Serum allergy testing (IgE) performed; results pending.,Skin Irritations,Clinical Notes,Serum allergy testing (IgE) performed; results pending.
"Monitor for development of secondary infections (bacterial, yeast).",Skin Irritations,Clinical Notes,"Monitor for development of secondary infections (bacterial, yeast)."
"Superficial skin scraping positive for Sarcoptes scabiei var. canis mites and eggs. Highly contagious, zoonotic potential.",Parasites,Clinical Notes,"Superficial skin scraping positive for Sarcoptes scabiei var. canis mites and eggs. Highly contagious, zoonotic potential."
Canine facial eosinophilic furunculosis suspected based on acute onset muzzle swelling/lesions.,Skin Irritations,Clinical Notes,Canine facial eosinophilic furunculosis suspected based on acute onset muzzle swelling/lesions.
Facial nerve paralysis present; assess prognosis for recovery.,Ear Infections,Clinical Notes,Facial nerve paralysis present; assess prognosis for recovery.
Facial fold pyoderma; advise owner on daily cleaning and hygiene.,Skin Irritations,Clinical Notes,Facial fold pyoderma; advise owner on daily cleaning and hygiene.
"Check for electrolyte abnormalities (hypokalemia, hyponatremia).",Digestive Issues,Clinical Notes,"Check for electrolyte abnormalities (hypokalemia, hyponatremia)."
Myelogram reveals extradural spinal cord compression at T13-L1.,Mobility Problems,Clinical Notes,Myelogram reveals extradural spinal cord compression at T13-L1.
Provide clear written estimate outlining costs for proposed diagnostic and treatment plan.,Digestive Issues,Clinical Notes,Provide clear written estimate outlining costs for proposed diagnostic and treatment plan.
Roundworm infection; start pyrantel therapy.,Parasites,Clinical Notes,Roundworm infection; start pyrantel therapy.
Giardia ELISA test positive. Initiate fenbendazole therapy and advise environmental decontamination.,Digestive Issues,Clinical Notes,Giardia ELISA test positive. Initiate fenbendazole therapy and advise environmental decontamination.
Chronic arthritis; start laser therapy.,Mobility Problems,Clinical Notes,Chronic arthritis; start laser therapy.
Fecal flotation negative for ova and parasites.,Digestive Issues,Clinical Notes,Fecal flotation negative for ova and parasites.
"Use selamectin (Revolution) for fleas, heartworm, ear mites, sarcoptic mange, some ticks, roundworms, hookworms (depending on species).",Parasites,Clinical Notes,"Use selamectin (Revolution) for fleas, heartworm, ear mites, sarcoptic mange, some ticks, roundworms, hookworms (depending on species)."
Yeast otitis confirmed; prescribe miconazole drops.,Ear Infections,Clinical Notes,Yeast otitis confirmed; prescribe miconazole drops.
"Differentiate Taenia vs. Dipylidium proglottids if possible (Dipylidium motile, Taenia rectangular).",Parasites,Clinical Notes,"Differentiate Taenia vs. Dipylidium proglottids if possible (Dipylidium motile, Taenia rectangular)."
"Discuss use of supportive harnesses (e.g., Help'EmUp) or custom carts/wheelchairs for non-ambulatory patients.",Mobility Problems,Clinical Notes,"Discuss use of supportive harnesses (e.g., Help'EmUp) or custom carts/wheelchairs for non-ambulatory patients."
"Vestibular signs (nystagmus, ataxia, head tilt) present; rule out otitis interna vs. central causes.",Ear Infections,Clinical Notes,"Vestibular signs (nystagmus, ataxia, head tilt) present; rule out otitis interna vs. central causes."
Chemotherapy protocol discussed for osteosarcoma.,Mobility Problems,Clinical Notes,Chemotherapy protocol discussed for osteosarcoma.
Serum folate levels checked to assess proximal small intestinal function.,Digestive Issues,Clinical Notes,Serum folate levels checked to assess proximal small intestinal function.
Joint stiffness; prescribe weight loss plan.,Mobility Problems,Clinical Notes,Joint stiffness; prescribe weight loss plan.
Post-operative care instructions provided for TECA-BO.,Ear Infections,Clinical Notes,Post-operative care instructions provided for TECA-BO.
"Muscle atrophy noted in hind limbs, particularly quadriceps and gluteals.",Mobility Problems,Clinical Notes,"Muscle atrophy noted in hind limbs, particularly quadriceps and gluteals."
Assess for neurological signs associated with aberrant parasite migration.,Parasites,Clinical Notes,Assess for neurological signs associated with aberrant parasite migration.
"Chronic history of intermittent vomiting and weight loss in older feline. Differentials include IBD, lymphoma, hyperthyroidism.",Digestive Issues,Clinical Notes,"Chronic history of intermittent vomiting and weight loss in older feline. Differentials include IBD, lymphoma, hyperthyroidism."
Kidney values elevated; assess hydration and rule out primary renal condition.,Digestive Issues,Clinical Notes,Kidney values elevated; assess hydration and rule out primary renal condition.
Instruct owner on proper technique for manual bladder expression.,Mobility Problems,Clinical Notes,Instruct owner on proper technique for manual bladder expression.
"Acute moist dermatitis ('hot spot') noted in right cervical region; clip, clean, initiate topical therapy.",Skin Irritations,Clinical Notes,"Acute moist dermatitis ('hot spot') noted in right cervical region; clip, clean, initiate topical therapy."
"Chronic changes noted in ear canal: hyperplasia, stenosis, calcification.",Ear Infections,Clinical Notes,"Chronic changes noted in ear canal: hyperplasia, stenosis, calcification."
"Neurological exam: Conscious proprioceptive deficits x 4 limbs, UMN signs hind limbs, neck pain on ventral flexion. Suspect cervical lesion.",Mobility Problems,Clinical Notes,"Neurological exam: Conscious proprioceptive deficits x 4 limbs, UMN signs hind limbs, neck pain on ventral flexion. Suspect cervical lesion."
"Fecal culture positive for Salmonella spp.; reportable condition, discuss zoonotic risk, treat if systemic signs.",Digestive Issues,Clinical Notes,"Fecal culture positive for Salmonella spp.; reportable condition, discuss zoonotic risk, treat if systemic signs."
Monitor urine output as indicator of hydration and kidney function.,Digestive Issues,Clinical Notes,Monitor urine output as indicator of hydration and kidney function.
Spinal palpation elicits pain in thoracolumbar region; suspect intervertebral disc condition (IVDD).,Mobility Problems,Clinical Notes,Spinal palpation elicits pain in thoracolumbar region; suspect intervertebral disc condition (IVDD).
Dysbiosis likely contributing to chronic diarrhea.,Digestive Issues,Clinical Notes,Dysbiosis likely contributing to chronic diarrhea.
Multiple lipomas palpated in subcutaneous tissue; monitor size and number.,Skin Irritations,Clinical Notes,Multiple lipomas palpated in subcutaneous tissue; monitor size and number.
Discuss importance of treating all pets in household for fleas/mites.,Parasites,Clinical Notes,Discuss importance of treating all pets in household for fleas/mites.
Ununited anconeal process (UAP) visible on flexed lateral elbow radiograph.,Mobility Problems,Clinical Notes,Ununited anconeal process (UAP) visible on flexed lateral elbow radiograph.
Recommend endoscopic biopsies for definitive diagnosis of chronic enteropathy.,Digestive Issues,Clinical Notes,Recommend endoscopic biopsies for definitive diagnosis of chronic enteropathy.
History of ingesting foreign material (child's toy) 2 days ago. Abdominal radiographs recommended.,Digestive Issues,Clinical Notes,History of ingesting foreign material (child's toy) 2 days ago. Abdominal radiographs recommended.
Repeat cytology at recheck appointment.,Ear Infections,Clinical Notes,Repeat cytology at recheck appointment.
Excoriations and erythema noted around the collar area; rule out contact irritation vs. FAD.,Skin Irritations,Clinical Notes,Excoriations and erythema noted around the collar area; rule out contact irritation vs. FAD.
Fecal flotation positive for Toxocara canis (roundworm) eggs.,Parasites,Clinical Notes,Fecal flotation positive for Toxocara canis (roundworm) eggs.
Advise cleaning environment thoroughly to remove Coccidia oocysts.,Parasites,Clinical Notes,Advise cleaning environment thoroughly to remove Coccidia oocysts.
Bacterial otitis with pain; add anti-inflammatory.,Ear Infections,Clinical Notes,Bacterial otitis with pain; add anti-inflammatory.
Microfilaria check (Knott's test or filter test) positive.,Parasites,Clinical Notes,Microfilaria check (Knott's test or filter test) positive.
Erythema and scaling on muzzle; test for demodex.,Skin Irritations,Clinical Notes,Erythema and scaling on muzzle; test for demodex.
"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma.",Digestive Issues,Clinical Notes,"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma."
Recommend trial of therapeutic laser treatments 2-3 times weekly.,Mobility Problems,Clinical Notes,Recommend trial of therapeutic laser treatments 2-3 times weekly.
"Assess hydration status (skin turgor, mucous membranes, CRT).",Digestive Issues,Clinical Notes,"Assess hydration status (skin turgor, mucous membranes, CRT)."
Assess patient's pain level using validated pain scale.,Digestive Issues,Clinical Notes,Assess patient's pain level using validated pain scale.
Palpable thickening of stifle joint capsule (medial buttress) in chronic CCL condition.,Mobility Problems,Clinical Notes,Palpable thickening of stifle joint capsule (medial buttress) in chronic CCL condition.
Prescribed topical enrofloxacin/silver sulfadiazine suspension based on previous culture results.,Ear Infections,Clinical Notes,Prescribed topical enrofloxacin/silver sulfadiazine suspension based on previous culture results.
Screen for Cushing's condition in dogs with recurrent infections and other suggestive signs.,Ear Infections,Clinical Notes,Screen for Cushing's condition in dogs with recurrent infections and other suggestive signs.
Demonstrate proper ear cleaning technique and medication instillation to owner.,Ear Infections,Clinical Notes,Demonstrate proper ear cleaning technique and medication instillation to owner.
Ununited anconeal process (UAP) identified on elbow radiographs.,Mobility Problems,Clinical Notes,Ununited anconeal process (UAP) identified on elbow radiographs.
Schedule follow-up for heartworm treatment stages.,Parasites,Clinical Notes,Schedule follow-up for heartworm treatment stages.
Obtain accurate body weight before prescribing any parasite control product.,Parasites,Clinical Notes,Obtain accurate body weight before prescribing any parasite control product.
Consider referral for acupuncture or veterinary spinal manipulative therapy (VSMT).,Mobility Problems,Clinical Notes,Consider referral for acupuncture or veterinary spinal manipulative therapy (VSMT).
Administer praziquantel injection (Droncit) for cestode infection.,Parasites,Clinical Notes,Administer praziquantel injection (Droncit) for cestode infection.
Culture result: Pseudomonas aeruginosa sensitive only to amikacin and ticarcillin. Compounded topical therapy needed.,Ear Infections,Clinical Notes,Culture result: Pseudomonas aeruginosa sensitive only to amikacin and ticarcillin. Compounded topical therapy needed.
Fungal culture positive for Microsporum canis; initiate systemic antifungal (itraconazole) and topical therapy.,Skin Irritations,Clinical Notes,Fungal culture positive for Microsporum canis; initiate systemic antifungal (itraconazole) and topical therapy.
Malassezia dermatitis confirmed via cytology; treat with ketoconazole shampoo.,Skin Irritations,Clinical Notes,Malassezia dermatitis confirmed via cytology; treat with ketoconazole shampoo.
OFA radiographs submitted for hip/elbow certification.,Mobility Problems,Clinical Notes,OFA radiographs submitted for hip/elbow certification.
"Otitis media common in rabbits, often associated with Pasteurella multocida. Skull radiographs recommended.",Ear Infections,Clinical Notes,"Otitis media common in rabbits, often associated with Pasteurella multocida. Skull radiographs recommended."
Provide estimate for diagnostic tests and treatment.,Ear Infections,Clinical Notes,Provide estimate for diagnostic tests and treatment.
"Check electrolytes (Na, K, Cl) and acid-base status (blood gas). Correct abnormalities.",Digestive Issues,Clinical Notes,"Check electrolytes (Na, K, Cl) and acid-base status (blood gas). Correct abnormalities."
Recommend regular ear cleaning with appropriate solution.,Skin Irritations,Clinical Notes,Recommend regular ear cleaning with appropriate solution.
"Aortic thromboembolism (ATE) suspected in cat with acute hind limb paralysis, pain, cold extremities, absent femoral pulses.",Mobility Problems,Clinical Notes,"Aortic thromboembolism (ATE) suspected in cat with acute hind limb paralysis, pain, cold extremities, absent femoral pulses."
"Administered long-acting otic preparation (e.g., Osurnia, Claro) in clinic.",Ear Infections,Clinical Notes,"Administered long-acting otic preparation (e.g., Osurnia, Claro) in clinic."
Provide detailed instructions for E-tube feeding and care.,Digestive Issues,Clinical Notes,Provide detailed instructions for E-tube feeding and care.
Monitor for adverse reactions to antiparasitic medications.,Parasites,Clinical Notes,Monitor for adverse reactions to antiparasitic medications.
Pseudomonas aeruginosa cultured from ear discharge; select antibiotic based on sensitivity profile.,Ear Infections,Clinical Notes,Pseudomonas aeruginosa cultured from ear discharge; select antibiotic based on sensitivity profile.
Referral to veterinary neurologist recommended due to central neurological signs.,Ear Infections,Clinical Notes,Referral to veterinary neurologist recommended due to central neurological signs.
"PennHIP distraction index (DI) measured at 0.6 (right) and 0.7 (left), indicating significant hip laxity.",Mobility Problems,Clinical Notes,"PennHIP distraction index (DI) measured at 0.6 (right) and 0.7 (left), indicating significant hip laxity."
"Recommend feeding smaller, more frequent meals.",Digestive Issues,Clinical Notes,"Recommend feeding smaller, more frequent meals."
Advise owner on importance of completing full course of antibiotics.,Skin Irritations,Clinical Notes,Advise owner on importance of completing full course of antibiotics.
Bacterial and yeast otitis; start long-term therapy.,Ear Infections,Clinical Notes,Bacterial and yeast otitis; start long-term therapy.
Intussusception palpated/visualized on ultrasound; surgical correction needed.,Digestive Issues,Clinical Notes,Intussusception palpated/visualized on ultrasound; surgical correction needed.
Treat secondary skin infections resulting from parasite infestation.,Parasites,Clinical Notes,Treat secondary skin infections resulting from parasite infestation.
"Initiate NSAID therapy (e.g., carprofen, meloxicam) for pain and inflammation.",Mobility Problems,Clinical Notes,"Initiate NSAID therapy (e.g., carprofen, meloxicam) for pain and inflammation."
"Discuss environmental factors (humidity, swimming).",Ear Infections,Clinical Notes,"Discuss environmental factors (humidity, swimming)."
Proprioceptive training exercises recommended.,Mobility Problems,Clinical Notes,Proprioceptive training exercises recommended.
Zinc-responsive dermatosis diagnosed based on clinical signs and breed; initiate zinc supplementation.,Skin Irritations,Clinical Notes,Zinc-responsive dermatosis diagnosed based on clinical signs and breed; initiate zinc supplementation.
"Advise strict flea control for all pets in household, year-round.",Skin Irritations,Clinical Notes,"Advise strict flea control for all pets in household, year-round."
Treat secondary infections aggressively.,Ear Infections,Clinical Notes,Treat secondary infections aggressively.
Administer ondansetron injection for refractory vomiting.,Digestive Issues,Clinical Notes,Administer ondansetron injection for refractory vomiting.
"Use of assistive devices (e.g., Help'EmUp Harness, wheelchair) discussed.",Mobility Problems,Clinical Notes,"Use of assistive devices (e.g., Help'EmUp Harness, wheelchair) discussed."
Initiate doxycycline therapy for anaplasmosis/ehrlichiosis/Lyme condition.,Parasites,Clinical Notes,Initiate doxycycline therapy for anaplasmosis/ehrlichiosis/Lyme condition.
Lameness in front limb; radiograph for osteophyte.,Mobility Problems,Clinical Notes,Lameness in front limb; radiograph for osteophyte.
"Prescribe fenbendazole for Giardia, roundworms, hookworms, whipworms, some tapeworms (Taenia).",Parasites,Clinical Notes,"Prescribe fenbendazole for Giardia, roundworms, hookworms, whipworms, some tapeworms (Taenia)."
Auscultation reveals hyperactive borborygmi.,Digestive Issues,Clinical Notes,Auscultation reveals hyperactive borborygmi.
Moist dermatitis secondary to saliva staining in facial folds; recommend daily cleaning with antiseptic wipes.,Skin Irritations,Clinical Notes,Moist dermatitis secondary to saliva staining in facial folds; recommend daily cleaning with antiseptic wipes.
"Fly strike (myiasis) present in debilitated rabbit. Clip fur, lavage wound, manually remove all maggots. Address underlying cause.",Parasites,Clinical Notes,"Fly strike (myiasis) present in debilitated rabbit. Clip fur, lavage wound, manually remove all maggots. Address underlying cause."
Check thyroid levels in dogs with recurrent infections.,Ear Infections,Clinical Notes,Check thyroid levels in dogs with recurrent infections.
Suspect soft tissue injury (ligament sprain or muscle strain) based on localized swelling/pain and negative radiographs.,Mobility Problems,Clinical Notes,Suspect soft tissue injury (ligament sprain or muscle strain) based on localized swelling/pain and negative radiographs.
Aural hematoma present on left pinna; discuss treatment options (drainage vs. surgery).,Ear Infections,Clinical Notes,Aural hematoma present on left pinna; discuss treatment options (drainage vs. surgery).
Discuss role of humidity and moisture in exacerbating otitis.,Ear Infections,Clinical Notes,Discuss role of humidity and moisture in exacerbating otitis.
Performed myringotomy and collected middle ear fluid for culture and cytology.,Ear Infections,Clinical Notes,Performed myringotomy and collected middle ear fluid for culture and cytology.
"Peripheral vestibular signs present (horizontal nystagmus fast phase away from lesion, head tilt toward lesion, ataxia). Likely otitis interna.",Ear Infections,Clinical Notes,"Peripheral vestibular signs present (horizontal nystagmus fast phase away from lesion, head tilt toward lesion, ataxia). Likely otitis interna."
Endoscopy with biopsies recommended for definitive diagnosis of IBD/lymphoma.,Digestive Issues,Clinical Notes,Endoscopy with biopsies recommended for definitive diagnosis of IBD/lymphoma.
Utilize Canine Brief Pain Inventory (CBPI) or Feline Musculoskeletal Pain Index (FMPI) to monitor treatment response.,Mobility Problems,Clinical Notes,Utilize Canine Brief Pain Inventory (CBPI) or Feline Musculoskeletal Pain Index (FMPI) to monitor treatment response.
Solar dermatitis on white-haired pinnae; advise sun avoidance and sunscreen.,Skin Irritations,Clinical Notes,Solar dermatitis on white-haired pinnae; advise sun avoidance and sunscreen.
Lichenification and hyperpigmentation of axillary and inguinal regions; chronic allergic changes.,Skin Irritations,Clinical Notes,Lichenification and hyperpigmentation of axillary and inguinal regions; chronic allergic changes.
"Utilize validated pain scoring system (e.g., CSU Canine Acute Pain Scale) to guide analgesic therapy.",Digestive Issues,Clinical Notes,"Utilize validated pain scoring system (e.g., CSU Canine Acute Pain Scale) to guide analgesic therapy."
Hip dysplasia confirmed; start anti-inflammatory.,Mobility Problems,Clinical Notes,Hip dysplasia confirmed; start anti-inflammatory.
Dermacentor variabilis tick removed; advise monitoring for signs of RMSF.,Parasites,Clinical Notes,Dermacentor variabilis tick removed; advise monitoring for signs of RMSF.
Tapeworm segments (Dipylidium caninum) observed on perineum; associated with flea infestation.,Parasites,Clinical Notes,Tapeworm segments (Dipylidium caninum) observed on perineum; associated with flea infestation.
Impression smear from lesion shows acantholytic cells; suspect pemphigus.,Skin Irritations,Clinical Notes,Impression smear from lesion shows acantholytic cells; suspect pemphigus.
Pediculosis (Linognathus setosus - dog sucking louse) identified. Treat with fipronil or selamectin.,Parasites,Clinical Notes,Pediculosis (Linognathus setosus - dog sucking louse) identified. Treat with fipronil or selamectin.
"Cytology findings recorded: Yeast score (0-4+), Cocci score (0-4+), Rod score (0-4+), Cell types (neutrophils, epithelial cells).",Ear Infections,Clinical Notes,"Cytology findings recorded: Yeast score (0-4+), Cocci score (0-4+), Rod score (0-4+), Cell types (neutrophils, epithelial cells)."
"Mast cell tumor suspected based on raised, erythematous nodule; FNA reveals granulated mast cells.",Skin Irritations,Clinical Notes,"Mast cell tumor suspected based on raised, erythematous nodule; FNA reveals granulated mast cells."
"Document type of tick removed, date, and location on patient.",Parasites,Clinical Notes,"Document type of tick removed, date, and location on patient."
Skin fragility noted; test for FIV/FeLV in feline patient.,Skin Irritations,Clinical Notes,Skin fragility noted; test for FIV/FeLV in feline patient.
Rule out hyperadrenocorticism via ACTH stimulation test or LDDST.,Skin Irritations,Clinical Notes,Rule out hyperadrenocorticism via ACTH stimulation test or LDDST.
Hepatic encephalopathy suspected due to neurological signs and liver dysfunction.,Digestive Issues,Clinical Notes,Hepatic encephalopathy suspected due to neurological signs and liver dysfunction.
Discuss weight management; obesity exacerbates mobility issues.,Mobility Problems,Clinical Notes,Discuss weight management; obesity exacerbates mobility issues.
Ensure owner understands treatment plan and follow-up requirements.,Skin Irritations,Clinical Notes,Ensure owner understands treatment plan and follow-up requirements.
Prescribe tylosin powder for suspected antibiotic-responsive diarrhea.,Digestive Issues,Clinical Notes,Prescribe tylosin powder for suspected antibiotic-responsive diarrhea.
Biopsy report confirms mast cell tumor; refer for surgical excision.,Skin Irritations,Clinical Notes,Biopsy report confirms mast cell tumor; refer for surgical excision.
"Large, fluctuant aural hematoma on concave surface of right pinna. Surgical correction recommended.",Ear Infections,Clinical Notes,"Large, fluctuant aural hematoma on concave surface of right pinna. Surgical correction recommended."
Multiple deep skin scrapings positive for Demodex injai mites (adults and immature forms).,Parasites,Clinical Notes,Multiple deep skin scrapings positive for Demodex injai mites (adults and immature forms).
Ticks embedded in fur; remove and treat.,Parasites,Clinical Notes,Ticks embedded in fur; remove and treat.
Flea dirt present on coat combing; Ctenocephalides felis infestation confirmed.,Parasites,Clinical Notes,Flea dirt present on coat combing; Ctenocephalides felis infestation confirmed.
Pre- and post-prandial bile acids significantly elevated; consistent with PSS or severe liver dysfunction.,Digestive Issues,Clinical Notes,Pre- and post-prandial bile acids significantly elevated; consistent with PSS or severe liver dysfunction.
"Treat Cheyletiella infestation with lime sulfur dips, fipronil, or selamectin. Treat environment.",Parasites,Clinical Notes,"Treat Cheyletiella infestation with lime sulfur dips, fipronil, or selamectin. Treat environment."
"Large bowel diarrhea characterized by increased frequency, tenesmus, mucus, and hematochezia.",Digestive Issues,Clinical Notes,"Large bowel diarrhea characterized by increased frequency, tenesmus, mucus, and hematochezia."
Perform thorough oral exam to rule out dental condition contributing to ear pain.,Ear Infections,Clinical Notes,Perform thorough oral exam to rule out dental condition contributing to ear pain.
Otoscopic exam reveals Otodectes cynotis mites bilaterally; characteristic dark debris present.,Parasites,Clinical Notes,Otoscopic exam reveals Otodectes cynotis mites bilaterally; characteristic dark debris present.
Liver enzymes elevated; consider primary liver condition or secondary reaction.,Digestive Issues,Clinical Notes,Liver enzymes elevated; consider primary liver condition or secondary reaction.
Intradermal allergy testing scheduled.,Skin Irritations,Clinical Notes,Intradermal allergy testing scheduled.
Repeat fecal examination in 2-4 weeks to ensure parasite clearance.,Parasites,Clinical Notes,Repeat fecal examination in 2-4 weeks to ensure parasite clearance.
Tympanic membrane appears ruptured on otoscopic exam. Avoid potentially ototoxic cleaners/medications.,Ear Infections,Clinical Notes,Tympanic membrane appears ruptured on otoscopic exam. Avoid potentially ototoxic cleaners/medications.
Review patient's history for previous ear treatments and responses.,Ear Infections,Clinical Notes,Review patient's history for previous ear treatments and responses.
Radiographs show bilateral stifle effusion.,Mobility Problems,Clinical Notes,Radiographs show bilateral stifle effusion.
Acantholytic cells identified on cytology; highly suspicious for Pemphigus foliaceus.,Skin Irritations,Clinical Notes,Acantholytic cells identified on cytology; highly suspicious for Pemphigus foliaceus.
Ensure appropriate medication volume is prescribed.,Ear Infections,Clinical Notes,Ensure appropriate medication volume is prescribed.
Systemic antibiotics indicated for otitis media/interna or severe otitis externa.,Ear Infections,Clinical Notes,Systemic antibiotics indicated for otitis media/interna or severe otitis externa.
"Arthrocentesis performed on swollen stifle; cytology reveals septic suppurative inflammation (high neutrophils, intracellular bacteria).",Mobility Problems,Clinical Notes,"Arthrocentesis performed on swollen stifle; cytology reveals septic suppurative inflammation (high neutrophils, intracellular bacteria)."
Papular rash on hindquarters; antihistamine trial.,Skin Irritations,Clinical Notes,Papular rash on hindquarters; antihistamine trial.
"Check for concurrent endocrine conditions (Cushing's, diabetes).",Skin Irritations,Clinical Notes,"Check for concurrent endocrine conditions (Cushing's, diabetes)."
"Review current medications for potential GI side effects (e.g., NSAIDs, steroids, certain antibiotics).",Digestive Issues,Clinical Notes,"Review current medications for potential GI side effects (e.g., NSAIDs, steroids, certain antibiotics)."
Clostridium perfringens enterotoxicosis suspected; check fecal toxin levels.,Digestive Issues,Clinical Notes,Clostridium perfringens enterotoxicosis suspected; check fecal toxin levels.
Use selamectin/sarolaner (Revolution Plus) for broad-spectrum feline parasite control.,Parasites,Clinical Notes,Use selamectin/sarolaner (Revolution Plus) for broad-spectrum feline parasite control.
Discuss long-term expectations for function and potential for recurrence/progression.,Mobility Problems,Clinical Notes,Discuss long-term expectations for function and potential for recurrence/progression.
Ensure owner understands medication schedule and potential side effects.,Mobility Problems,Clinical Notes,Ensure owner understands medication schedule and potential side effects.
Educate owner on parasite life cycles and prevention strategies.,Parasites,Clinical Notes,Educate owner on parasite life cycles and prevention strategies.
"Closed, transverse fracture of distal tibia identified. Splint applied, discuss surgical fixation.",Mobility Problems,Clinical Notes,"Closed, transverse fracture of distal tibia identified. Splint applied, discuss surgical fixation."
Document specific parasite identified and treatment administered in medical record.,Parasites,Clinical Notes,Document specific parasite identified and treatment administered in medical record.
Asymmetrical thigh circumference measured.,Mobility Problems,Clinical Notes,Asymmetrical thigh circumference measured.
Abdominal ultrasound reveals thickened intestinal loops; consistent with IBD.,Digestive Issues,Clinical Notes,Abdominal ultrasound reveals thickened intestinal loops; consistent with IBD.
Assess hydration status and recommend fluid therapy if needed for systemic illness.,Skin Irritations,Clinical Notes,Assess hydration status and recommend fluid therapy if needed for systemic illness.
Use E-collar to prevent self-trauma.,Skin Irritations,Clinical Notes,Use E-collar to prevent self-trauma.
Abdominocentesis yielded serosanguinous fluid; cytology shows septic inflammation. Emergency surgery indicated.,Digestive Issues,Clinical Notes,Abdominocentesis yielded serosanguinous fluid; cytology shows septic inflammation. Emergency surgery indicated.
Flea eggs on fur; prescribe oral spinosad.,Parasites,Clinical Notes,Flea eggs on fur; prescribe oral spinosad.
Document size and location of aural hematoma.,Ear Infections,Clinical Notes,Document size and location of aural hematoma.
Papular rash on legs; antihistamines recommended.,Skin Irritations,Clinical Notes,Papular rash on legs; antihistamines recommended.
Psoroptes cuniculi (ear mites) in rabbit causing severe crusting and inflammation.,Ear Infections,Clinical Notes,Psoroptes cuniculi (ear mites) in rabbit causing severe crusting and inflammation.
Tibial compression test positive.,Mobility Problems,Clinical Notes,Tibial compression test positive.
